phone_id,msisdn,operator,circle,subscriber_person_id,subscriber_name_on_record,kyc_status,activation_date,deactivation_date,is_burner,imsi
PH001737,8328598340,Airtel,Maharashtra,P000629,Ramulu Reddy,VERIFIED,2026-04-19,,0,404033607726397
PH001738,7537547307,Vi,Maharashtra,P000629,Ramulu Reddy,VERIFIED,2021-11-20,,0,404024229577859
PH001739,7825151140,Vi,Maharashtra,P000629,Chandra Shekar Naidu,FORGED_KYC,2018-09-21,2019-09-24,1,404051793520123
PH001740,7592871052,BSNL,Odisha,P000630,Bibhuti Mohanty,VERIFIED,2022-10-10,,0,404006104726853
PH001741,8848706049,Jio,Chhattisgarh,P000631,Narsimha Prasad,VERIFIED,2024-05-23,,0,404083153307937
PH001742,8150161966,MTNL,Chhattisgarh,P000631,Narsimha Prasad,VERIFIED,2022-08-25,,0,404099870629063
PH001743,9673640475,MTNL,Chhattisgarh,P000631,Narsimha Prasad,VERIFIED,2026-01-01,,0,404006431809032
PH001744,9570157326,Airtel,Chhattisgarh,P000631,Narsimha Prasad,VERIFIED,2025-06-21,,0,404064062494521
PH001745,9760176277,BSNL,Chhattisgarh,P000632,Sekar Subramanian,VERIFIED,2024-07-19,,0,404057024300292
PH001746,8508185068,Jio,Odisha,P000633,Arivazhagan Mudaliar,VERIFIED,2025-09-14,,0,404020815157325
PH001747,7380937697,BSNL,Odisha,P000633,NOT AVAILABLE,FORGED_KYC,2025-12-29,,1,404085191616294
PH001748,9777488756,Jio,Odisha,P000633,NOT AVAILABLE,UNVERIFIED,2020-02-16,2021-03-22,1,404001616250217
PH001749,7193004717,Vi,Odisha,P000633,Arivazhagan Mudaliar,VERIFIED,2025-05-06,,0,404058061150385
PH001750,9338110053,Vi,Odisha,P000633,Arivazhagan Mudaliar,VERIFIED,2022-04-28,,0,404011065667598
PH001751,8824442709,BSNL,Telangana,P000634,Srinivas Bandari,VERIFIED,2019-11-09,,0,404089689222731
PH001752,8262934931,MTNL,Telangana,P000634,Srinivas Bandari,VERIFIED,2019-01-24,,0,404006138363650
PH001753,7486378435,Vi,Telangana,P000634,NOT AVAILABLE,BULK_ISSUED,2019-01-06,,1,404026394691790
PH001754,7470721162,Airtel,Telangana,P000634,Srinivas Bandari,VERIFIED,2018-09-02,,0,404087883337401
PH001755,9840533154,BSNL,Odisha,P000635,Manikandan Annadurai,VERIFIED,2023-01-15,,0,404095364123763
PH001756,7765569589,Vi,Odisha,P000635,Manikandan Annadurai,VERIFIED,2019-06-12,,0,404024620973275
PH001757,8626297598,BSNL,Tamil Nadu,P000636,Lakshmi Sharma,VERIFIED,2026-04-25,,0,404096193156214
PH001758,8160375142,Jio,Tamil Nadu,P000636,NOT AVAILABLE,UNVERIFIED,2023-07-16,,1,404039852664314
PH001759,7848435885,MTNL,Tamil Nadu,P000636,ADDRESS INCOMPLETE,UNVERIFIED,2018-06-29,2019-04-25,1,404012360985813
PH001760,9421431075,Airtel,Karnataka,P000637,Chitra Naicker,VERIFIED,2018-03-29,,0,404095774875585
PH001761,8623772149,Jio,Karnataka,P000637,Chitra Naicker,VERIFIED,2026-02-09,,0,404020382889612
PH001762,7216280095,BSNL,Karnataka,P000637,Mariappan Kurup,BULK_ISSUED,2022-09-08,,1,404042443134795
PH001763,7105529503,Jio,Tamil Nadu,P000638,Mallesh Choudary,VERIFIED,2019-10-25,,0,404009651725728
PH001764,9952403473,BSNL,Tamil Nadu,P000638,Sudhakar Kondapalli,UNVERIFIED,2024-07-09,2025-02-17,1,404083720525118
PH001765,9991057241,MTNL,Tamil Nadu,P000638,ADDRESS INCOMPLETE,BULK_ISSUED,2025-11-07,,1,404046411977134
PH001766,8257053563,Airtel,Tamil Nadu,P000639,Sasmita Behera,VERIFIED,2021-03-19,,0,404052511871650
PH001767,7686628467,Jio,Andhra Pradesh,P000640,Perumal Palanivel,VERIFIED,2022-10-13,,0,404080299967622
PH001768,9626511659,BSNL,Andhra Pradesh,P000640,Anbu Pandian,FORGED_KYC,2021-11-03,,1,404044581915318
PH001769,8859465660,Airtel,Andhra Pradesh,P000640,Perumal Palanivel,VERIFIED,2022-04-22,,0,404033507557615
PH001770,7589004588,MTNL,Andhra Pradesh,P000640,ADDRESS INCOMPLETE,BULK_ISSUED,2022-01-19,2022-10-26,1,404017626240195
PH001771,8170930666,MTNL,Karnataka,P000641,Palanisamy Palanivel,VERIFIED,2022-08-20,,0,404045770929162
PH001772,9192734472,MTNL,Karnataka,P000641,NOT AVAILABLE,UNVERIFIED,2022-06-06,,1,404008455543205
PH001773,7687068829,MTNL,Karnataka,P000641,Palanisamy Palanivel,VERIFIED,2022-04-22,,0,404057644031563
PH001774,9593631742,Vi,Karnataka,P000641,Palanisamy Palanivel,VERIFIED,2022-05-30,,0,404007129366732
PH001775,7889768754,BSNL,Maharashtra,P000642,Bhagaban Panda,VERIFIED,2025-02-03,,0,404033903784411
PH001776,8304976944,BSNL,Andhra Pradesh,P000643,Niranjan Panda,VERIFIED,2018-08-22,,0,404056537108742
PH001777,8569271854,Vi,Tamil Nadu,P000644,Nagaraju Rao,VERIFIED,2024-01-26,,0,404000192711648
PH001778,7373852926,Jio,Tamil Nadu,P000644,Nagaraju Rao,VERIFIED,2018-12-15,,0,404056109742919
PH001779,8212588106,BSNL,Tamil Nadu,P000644,ADDRESS INCOMPLETE,FORGED_KYC,2022-10-04,,1,404006282197729
PH001780,9898811670,Jio,Tamil Nadu,P000645,Prasanna Mohanty,VERIFIED,2022-08-22,,0,404079684153694
PH001781,9709255146,Jio,Tamil Nadu,P000645,Basanta Patra,BULK_ISSUED,2018-09-03,2018-11-11,1,404090060855340
PH001782,8221524728,Vi,Chhattisgarh,P000646,Jagabandhu Sahoo,VERIFIED,2023-05-06,,0,404012994011467
PH001783,7825601529,BSNL,Chhattisgarh,P000646,Jagabandhu Sahoo,VERIFIED,2021-05-26,,0,404099781933273
PH001784,9941783370,BSNL,Maharashtra,P000647,Trilochan Rout,VERIFIED,2019-04-17,,0,404061154023183
PH001785,7091284878,BSNL,Maharashtra,P000647,ADDRESS INCOMPLETE,BULK_ISSUED,2023-11-17,,1,404012811374377
PH001786,8547807729,Vi,Maharashtra,P000648,Saravanan Mudaliar,VERIFIED,2023-06-23,,0,404045241890658
PH001787,7642394453,Airtel,Maharashtra,P000648,ADDRESS INCOMPLETE,UNVERIFIED,2024-01-18,,1,404019605288251
PH001788,9206170365,Airtel,Maharashtra,P000648,Saravanan Mudaliar,VERIFIED,2025-06-21,,0,404040274217955
PH001789,9852047772,Jio,Odisha,P000649,Srinivas Choudary,VERIFIED,2018-02-20,,0,404069310285738
PH001790,9249083631,BSNL,Odisha,P000649,Srinivas Choudary,VERIFIED,2021-03-04,,0,404082313288639
PH001791,8825787491,Vi,Odisha,P000649,Chandra Shekar Vemula,UNVERIFIED,2018-10-28,2019-06-27,1,404020601064935
PH001792,9061979083,BSNL,Odisha,P000649,Srinivas Choudary,VERIFIED,2020-02-26,,0,404031608403459
PH001793,9960781413,Vi,Chhattisgarh,P000650,Kumaresan Muthusamy,VERIFIED,2023-04-09,,0,404072397258797
PH001794,9847687938,Airtel,Chhattisgarh,P000650,Kumaresan Muthusamy,VERIFIED,2025-01-11,,0,404081077311496
PH001795,9709349400,Jio,Chhattisgarh,P000650,Kumaresan Muthusamy,VERIFIED,2022-10-12,,0,404047927335776
PH001796,7819036716,Jio,Chhattisgarh,P000650,ADDRESS INCOMPLETE,BULK_ISSUED,2025-04-06,2025-05-23,1,404055332517313
PH001797,8905068929,BSNL,Chhattisgarh,P000650,Kumaresan Muthusamy,VERIFIED,2020-12-28,,0,404046191512100
PH001798,9872002997,Airtel,Chhattisgarh,P000650,Kumaresan Muthusamy,VERIFIED,2023-10-09,,0,404031669984605
PH001799,7786712572,Airtel,Karnataka,P000651,Yellaiah Kondapalli,VERIFIED,2018-11-16,,0,404048661447381
PH001800,9794323989,Jio,Karnataka,P000651,NOT AVAILABLE,FORGED_KYC,2019-11-13,,1,404057482282186
PH001801,8731242901,Vi,Karnataka,P000651,Yellaiah Kondapalli,VERIFIED,2025-12-04,,0,404083815393466
PH001802,8970444035,Airtel,Tamil Nadu,P000652,Basanta Sahoo,VERIFIED,2022-03-11,,0,404095897745708
PH001803,9095868995,MTNL,Tamil Nadu,P000652,NOT AVAILABLE,FORGED_KYC,2018-06-04,2018-12-21,1,404030098676869
PH001804,8103337514,Vi,Tamil Nadu,P000652,ADDRESS INCOMPLETE,FORGED_KYC,2021-02-08,,1,404037144268402
PH001805,8806603175,Airtel,Tamil Nadu,P000652,ADDRESS INCOMPLETE,UNVERIFIED,2018-11-26,2019-04-20,1,404027773379223
PH001806,8145952189,Airtel,Tamil Nadu,P000652,Basanta Sahoo,VERIFIED,2018-11-30,,0,404072107231995
PH001807,9009300229,Jio,Tamil Nadu,P000652,Basanta Sahoo,VERIFIED,2024-07-27,,0,404099794990007
PH001808,8572910959,BSNL,Andhra Pradesh,P000653,Sudarshan Behera,VERIFIED,2018-03-18,,0,404056702395754
PH001809,7883590404,Vi,Andhra Pradesh,P000653,ADDRESS INCOMPLETE,FORGED_KYC,2019-03-21,2019-08-30,1,404023396941300
PH001810,8577614997,Jio,Andhra Pradesh,P000653,Sudarshan Behera,VERIFIED,2022-12-04,,0,404065163115553
PH001811,8513083741,Vi,Odisha,P000654,Manikandan Rajendran,VERIFIED,2020-03-02,,0,404006211265090
PH001812,8413576807,Vi,Telangana,P000655,Karthik Thevar,VERIFIED,2021-12-11,,0,404089110236808
PH001813,8561574356,Airtel,Telangana,P000655,Karthik Thevar,VERIFIED,2019-06-24,,0,404041900521045
PH001814,8082742945,BSNL,Telangana,P000655,NOT AVAILABLE,UNVERIFIED,2023-05-09,,1,404082024100635
PH001815,7473710528,Airtel,Telangana,P000655,Karthik Thevar,VERIFIED,2021-04-29,,0,404074751769417
PH001816,7541764424,Vi,Maharashtra,P000656,Niranjan Dash,VERIFIED,2023-09-06,,0,404055910358863
PH001817,9038261172,Airtel,Maharashtra,P000656,ADDRESS INCOMPLETE,BULK_ISSUED,2019-08-08,,1,404063113011260
PH001818,8773720564,BSNL,Maharashtra,P000656,Niranjan Dash,VERIFIED,2018-05-25,,0,404059231961076
PH001819,9251582372,BSNL,Maharashtra,P000657,Bhagaban Mohanty,VERIFIED,2024-12-14,,0,404013271477877
PH001820,7269961938,Jio,Maharashtra,P000657,Bhagaban Mohanty,VERIFIED,2023-03-22,,0,404078364961281
PH001821,7880929186,Vi,Maharashtra,P000657,NOT AVAILABLE,UNVERIFIED,2024-05-02,2024-08-29,1,404025268202186
PH001822,8857920452,Airtel,Chhattisgarh,P000658,Karthik Annadurai,VERIFIED,2024-03-18,,0,404027794875989
PH001823,9425214541,Airtel,Chhattisgarh,P000658,ADDRESS INCOMPLETE,BULK_ISSUED,2025-06-27,2025-11-30,1,404068829436106
PH001824,8538638258,Airtel,Chhattisgarh,P000658,Karthik Annadurai,VERIFIED,2021-07-24,,0,404061968748975
PH001825,7171595412,MTNL,Chhattisgarh,P000659,Jagabandhu Munda,VERIFIED,2022-05-11,,0,404095667672022
PH001826,8513049510,Vi,Andhra Pradesh,P000660,Srinivas Kondapalli,VERIFIED,2024-11-04,,0,404020896292870
PH001827,8113974151,BSNL,Andhra Pradesh,P000660,Anjaiah Kondapalli,UNVERIFIED,2023-08-18,,1,404099723821983
PH001828,9333525443,Jio,Andhra Pradesh,P000660,ADDRESS INCOMPLETE,UNVERIFIED,2024-04-29,,1,404073074832497
PH001829,9238970235,BSNL,Andhra Pradesh,P000660,Srinivas Kondapalli,VERIFIED,2019-12-14,,0,404059937595192
PH001830,9547365305,BSNL,Maharashtra,P000661,Rajendran Thevar,VERIFIED,2025-08-22,,0,404092342666619
PH001831,9369111579,BSNL,Karnataka,P000662,Akshaya Jena,VERIFIED,2021-07-11,,0,404023501380390
PH001832,8828473134,Vi,Karnataka,P000662,NOT AVAILABLE,FORGED_KYC,2023-10-21,2024-05-11,1,404078672670755
PH001833,7310490394,BSNL,Karnataka,P000662,Akshaya Jena,VERIFIED,2018-04-06,,0,404005729400125
PH001834,9835409297,Vi,Andhra Pradesh,P000663,Sabita Sahoo,VERIFIED,2019-11-04,,0,404037613324876
PH001835,8221535525,Vi,Telangana,P000664,Mallesh Naidu,VERIFIED,2022-05-31,,0,404029069361336
PH001836,7237295416,Jio,Telangana,P000664,Mallesh Naidu,VERIFIED,2020-07-23,,0,404084204107942
PH001837,7917856148,Vi,Telangana,P000664,Mallesh Naidu,VERIFIED,2024-04-05,,0,404058669291385
PH001838,9132244838,BSNL,Maharashtra,P000665,Pramila Dash,VERIFIED,2021-07-09,,0,404061645701588
PH001839,8093087274,BSNL,Maharashtra,P000665,Pramila Dash,VERIFIED,2026-04-21,,0,404014224774613
PH001840,7476521510,MTNL,Odisha,P000666,Hariom Bhardwaj,VERIFIED,2020-02-01,,0,404068367881276
PH001841,7339056665,BSNL,Odisha,P000666,ADDRESS INCOMPLETE,UNVERIFIED,2018-12-23,2019-08-10,1,404010529202743
PH001842,9693715125,Jio,Odisha,P000666,Hariom Bhardwaj,VERIFIED,2023-04-01,,0,404005097174919
PH001843,8760169103,Airtel,Jharkhand,P000667,Pramod Singh,VERIFIED,2026-05-13,,0,404009959937816
PH001844,7402104464,Jio,Jharkhand,P000667,Pramod Singh,VERIFIED,2023-04-29,,0,404026354436194
PH001845,8092170988,BSNL,Jharkhand,P000667,ADDRESS INCOMPLETE,UNVERIFIED,2020-09-23,,1,404032646662820
PH001846,9996872797,MTNL,Assam,P000668,Sarat Rout,VERIFIED,2021-01-23,,0,404033447572993
PH001847,7428302456,Airtel,Jharkhand,P000669,Tapan Naskar,VERIFIED,2023-07-24,,0,404027336269158
PH001848,9320670975,Vi,Jharkhand,P000670,Bhagaban Sahoo,VERIFIED,2020-09-25,,0,404012230394607
PH001849,8158720113,Jio,Jharkhand,P000670,ADDRESS INCOMPLETE,UNVERIFIED,2020-12-14,,1,404040764689262
PH001850,9132427546,Jio,Bihar,P000671,Basanta Jena,VERIFIED,2018-02-04,,0,404025795335170
PH001851,8030422156,BSNL,Bihar,P000671,Basanta Jena,VERIFIED,2022-02-25,,0,404097975012113
PH001852,7350090442,Vi,Bihar,P000671,Sarat Swain,UNVERIFIED,2024-08-16,2024-12-14,1,404015892712597
PH001853,9990236794,MTNL,Jharkhand,P000672,Sasmita Mallick,VERIFIED,2024-10-11,,0,404051433552330
PH001854,8533703755,Jio,Jharkhand,P000672,ADDRESS INCOMPLETE,FORGED_KYC,2022-03-22,2022-09-21,1,404089378251841
PH001855,9838268160,BSNL,Jharkhand,P000672,Trilochan Rout,UNVERIFIED,2022-05-25,,1,404098392582414
PH001856,8930306066,Jio,Jharkhand,P000673,Vijay Dubey,VERIFIED,2018-09-17,,0,404032779048998
PH001857,8159848294,BSNL,Assam,P000674,Basanta Pradhan,VERIFIED,2020-06-20,,0,404037549557517
PH001858,9991199921,BSNL,Assam,P000674,ADDRESS INCOMPLETE,FORGED_KYC,2025-08-14,2025-09-27,1,404061489801285
PH001859,8409123635,MTNL,Assam,P000674,NOT AVAILABLE,BULK_ISSUED,2025-03-08,,1,404034556467749
PH001860,7836205880,Jio,West Bengal,P000675,Naresh Shukla,VERIFIED,2025-06-02,,0,404090138630065
PH001861,9345581789,BSNL,Assam,P000676,Kartik Sardar,VERIFIED,2024-01-30,,0,404039763287523
PH001862,8356115570,Airtel,Assam,P000676,Kartik Sardar,VERIFIED,2018-11-16,,0,404014166258539
PH001863,9280775332,Jio,Assam,P000676,NOT AVAILABLE,FORGED_KYC,2021-03-16,2022-03-15,1,404044033083921
PH001864,7828230324,BSNL,Odisha,P000677,Bhagaban Dash,VERIFIED,2026-02-24,,0,404064226339312
PH001865,8487848609,Vi,Odisha,P000678,Bibhuti Munda,VERIFIED,2021-05-09,,0,404044497555307
PH001866,9558091819,Jio,Odisha,P000678,Bibhuti Munda,VERIFIED,2023-03-21,,0,404058214451140
PH001867,7148051066,Airtel,Jharkhand,P000679,Bandana Sardar,VERIFIED,2023-08-14,,0,404030901933381
PH001868,9882568131,Vi,Jharkhand,P000679,Bandana Sardar,VERIFIED,2018-06-16,,0,404008363347959
PH001869,7266564337,BSNL,Jharkhand,P000679,Bandana Sardar,VERIFIED,2021-06-28,,0,404007473448049
PH001870,7595525487,MTNL,Jharkhand,P000679,Bandana Sardar,VERIFIED,2024-02-25,,0,404002164400780
PH001871,7451306957,Vi,Assam,P000680,Prakash Dubey,VERIFIED,2019-02-06,,0,404009486690021
PH001872,7218388521,Vi,Assam,P000680,Prakash Dubey,VERIFIED,2018-12-13,,0,404087245730351
PH001873,8254909239,Jio,Assam,P000680,Pramod Sharma,BULK_ISSUED,2021-06-30,2021-09-03,1,404005266476297
PH001874,8659041955,BSNL,Jharkhand,P000681,Ashim Biswas,VERIFIED,2026-06-23,,0,404036971801860
PH001875,9720477229,BSNL,Jharkhand,P000681,ADDRESS INCOMPLETE,UNVERIFIED,2020-05-25,2021-06-05,1,404022455839985
PH001876,9651807617,BSNL,Bihar,P000682,Rupa Das,VERIFIED,2020-03-25,,0,404096800025222
PH001877,7816885883,BSNL,Odisha,P000683,Sanjib Mistry,VERIFIED,2023-10-09,,0,404063672353172
PH001878,9798109297,Jio,Assam,P000684,Sunil Verma,VERIFIED,2018-01-18,,0,404028094551723
PH001879,7845253284,MTNL,Assam,P000684,Sunil Verma,VERIFIED,2025-09-23,,0,404073984743824
PH001880,8879288122,Jio,Assam,P000684,Bhupendra Jaiswal,BULK_ISSUED,2018-09-13,2019-03-12,1,404073611956915
PH001881,9584085270,Vi,Assam,P000684,Sunil Verma,VERIFIED,2021-08-31,,0,404058492863604
PH001882,9865850141,Airtel,West Bengal,P000685,Balbir Mishra,VERIFIED,2024-09-29,,0,404040061826656
PH001883,7306285747,Vi,West Bengal,P000685,Balbir Mishra,VERIFIED,2023-01-25,,0,404095043252602
PH001884,7530675354,BSNL,West Bengal,P000685,Ashok Yadav,FORGED_KYC,2021-07-16,,1,404019016669695
PH001885,9056499702,Airtel,Odisha,P000686,Arindam Halder,VERIFIED,2024-05-04,,0,404086537221845
PH001886,7929865866,BSNL,Odisha,P000686,NOT AVAILABLE,BULK_ISSUED,2020-03-14,,1,404074965576558
PH001887,9543853500,Vi,Odisha,P000686,ADDRESS INCOMPLETE,UNVERIFIED,2024-06-23,2024-09-26,1,404034174609766
PH001888,7658661941,Jio,Odisha,P000686,Arindam Halder,VERIFIED,2020-01-04,,0,404014783228811
PH001889,7818911782,Airtel,Assam,P000687,Dinesh Prajapati,VERIFIED,2023-04-15,,0,404084062193359
PH001890,9563984925,Airtel,Assam,P000687,Dinesh Prajapati,VERIFIED,2018-10-17,,0,404021040784320
PH001891,7497077858,BSNL,Assam,P000687,Jitendra Rajput,FORGED_KYC,2025-10-24,2026-05-13,1,404046770479809
PH001892,7016673822,Vi,Odisha,P000688,Pradip Ghosh,VERIFIED,2020-06-25,,0,404030555284058
PH001893,8460364811,Jio,Odisha,P000688,Subhas Mondal,FORGED_KYC,2020-02-13,,1,404058023923560
PH001894,8091898539,MTNL,Odisha,P000688,Pradip Ghosh,VERIFIED,2023-08-19,,0,404023377164375
PH001895,9413953848,BSNL,Odisha,P000688,Nirmal Biswas,FORGED_KYC,2023-03-29,,1,404090842913482
PH001896,9920378208,Jio,Bihar,P000689,Jagdish Verma,VERIFIED,2018-01-03,,0,404063125908281
PH001897,7007827349,Airtel,Bihar,P000689,Lekhraj Verma,FORGED_KYC,2022-08-22,2023-01-04,1,404020271507432
PH001898,7572473952,Airtel,Bihar,P000689,ADDRESS INCOMPLETE,UNVERIFIED,2024-04-03,,1,404061269178663
PH001899,9724324919,Airtel,Bihar,P000689,Jagdish Verma,VERIFIED,2025-03-12,,0,404049784978086
PH001900,8838489879,Vi,West Bengal,P000690,Bimal Majumdar,VERIFIED,2025-06-26,,0,404060956737275
PH001901,7698918581,Airtel,West Bengal,P000691,Arun Gupta,VERIFIED,2019-12-02,,0,404048348849030
PH001902,8116626623,Vi,Assam,P000692,Bimal Halder,VERIFIED,2022-04-11,,0,404015064603338
PH001903,9116507778,Jio,Assam,P000692,Bimal Halder,FORGED_KYC,2025-11-03,2026-10-17,1,404074752562859
PH001904,7475652272,Airtel,Assam,P000692,ADDRESS INCOMPLETE,BULK_ISSUED,2020-10-23,2021-07-10,1,404092389428778
PH001905,9158654711,BSNL,Odisha,P000693,Arun Chauhan,VERIFIED,2025-01-10,,0,404039526680506
PH001906,8312281505,Vi,Odisha,P000693,NOT AVAILABLE,BULK_ISSUED,2026-03-20,2026-06-17,1,404050172390702
PH001907,7818164241,BSNL,Odisha,P000693,Arun Chauhan,VERIFIED,2023-01-29,,0,404021928595146
PH001908,7917185464,Airtel,Bihar,P000694,Gautam Sen,VERIFIED,2024-02-12,,0,404094385220731
PH001909,9680165984,Airtel,Bihar,P000694,Sujoy Adhikari,UNVERIFIED,2021-06-29,,1,404022303133308
PH001910,8333387180,Jio,Jharkhand,P000695,Basanta Mallick,VERIFIED,2022-01-13,,0,404058211974820
PH001911,9807743181,BSNL,Jharkhand,P000695,Basanta Mallick,VERIFIED,2018-03-23,,0,404057530898399
PH001912,8137763142,MTNL,Jharkhand,P000695,Basanta Mallick,VERIFIED,2023-03-28,,0,404075865830922
PH001913,9341024955,BSNL,Jharkhand,P000695,Basanta Mallick,VERIFIED,2019-04-17,,0,404051607326121
PH001914,9623904412,Airtel,Jharkhand,P000695,ADDRESS INCOMPLETE,FORGED_KYC,2022-10-30,,1,404078531853855
PH001915,9464654962,BSNL,Jharkhand,P000695,Basanta Mallick,VERIFIED,2024-07-19,,0,404031872123370
PH001916,9720218107,Jio,Bihar,P000696,Jagabandhu Sahoo,VERIFIED,2020-06-16,,0,404089842497318
PH001917,7342788173,Airtel,Bihar,P000696,Jagabandhu Sahoo,VERIFIED,2019-05-03,,0,404073586181966
PH001918,8163144973,Vi,Odisha,P000697,Kartik Dutta,VERIFIED,2023-12-23,,0,404016138278718
PH001919,9008839682,MTNL,Odisha,P000697,Kartik Dutta,VERIFIED,2026-06-18,,0,404069867920670
PH001920,7209672914,Airtel,Odisha,P000697,Subhas Mistry,UNVERIFIED,2024-04-30,2024-06-02,1,404042387176472
PH001921,7430840510,MTNL,Odisha,P000697,Kartik Dutta,VERIFIED,2019-12-22,,0,404008722593555
PH001922,8251080368,Airtel,Assam,P000698,Sunil Pandey,VERIFIED,2022-12-18,,0,404015533767279
PH001923,7000393032,Airtel,Assam,P000698,Sunil Pandey,VERIFIED,2022-03-23,,0,404024359429572
PH001924,8548896633,Airtel,Assam,P000698,Sunil Pandey,VERIFIED,2021-05-04,,0,404036485803894
PH001925,7709264256,Jio,Assam,P000698,Sunil Pandey,VERIFIED,2023-08-28,,0,404091458734951
PH001926,9325494503,Vi,Bihar,P000699,Prasanna Jena,VERIFIED,2022-08-26,,0,404029225873520
PH001927,9448168543,Jio,Bihar,P000699,Prasanna Jena,VERIFIED,2020-07-23,,0,404085766493917
PH001928,9638831552,Airtel,Odisha,P000700,Mahesh Yadav,VERIFIED,2021-07-12,,0,404028384935254
PH001929,8273510412,Vi,Odisha,P000700,NOT AVAILABLE,BULK_ISSUED,2020-07-19,2021-02-13,1,404035677299854
PH001930,9221403209,Vi,Odisha,P000700,ADDRESS INCOMPLETE,UNVERIFIED,2020-05-14,,1,404010906967113
PH001931,8062841672,Jio,Odisha,P000700,Mahesh Yadav,VERIFIED,2025-04-05,,0,404076274782194
PH001932,9212343152,Jio,Jharkhand,P000701,Pradip Naskar,VERIFIED,2020-03-22,,0,404039408912625
PH001933,8792407101,BSNL,Jharkhand,P000702,Basanta Jena,VERIFIED,2024-06-20,,0,404063929954823
PH001934,7685538191,Jio,Jharkhand,P000702,NOT AVAILABLE,UNVERIFIED,2021-02-27,2022-02-13,1,404025467546425
PH001935,8710667854,BSNL,Odisha,P000703,Mahesh Saini,VERIFIED,2024-01-19,,0,404061557158489
PH001936,7245464563,MTNL,Odisha,P000703,NOT AVAILABLE,UNVERIFIED,2024-08-04,2025-06-26,1,404021270878869
PH001937,7424189908,MTNL,Odisha,P000703,Mahesh Saini,VERIFIED,2021-10-09,,0,404075674639159
PH001938,9523432096,BSNL,Odisha,P000703,ADDRESS INCOMPLETE,BULK_ISSUED,2019-04-20,,1,404059824889114
PH001939,7173538956,Vi,Odisha,P000704,Udaiveer Srivastava,VERIFIED,2024-06-26,,0,404002568734993
PH001940,9609813774,BSNL,Odisha,P000704,Udaiveer Srivastava,VERIFIED,2025-09-09,,0,404089450847916
PH001941,9781962951,Jio,Odisha,P000704,ADDRESS INCOMPLETE,UNVERIFIED,2024-02-16,,1,404061418945030
PH001942,9455320888,MTNL,West Bengal,P000705,Arindam Mondal,VERIFIED,2020-09-04,,0,404013793257268
PH001943,9958362046,Airtel,West Bengal,P000705,Arindam Mondal,VERIFIED,2018-05-11,,0,404080620275110
PH001944,7365670028,MTNL,West Bengal,P000705,NOT AVAILABLE,FORGED_KYC,2023-01-08,,1,404037492338318
PH001945,7845051949,Jio,Odisha,P000706,Balbir Baghel,VERIFIED,2024-11-01,,0,404000253665744
PH001946,8755456979,Airtel,Odisha,P000706,Balbir Baghel,VERIFIED,2026-04-28,,0,404044681192437
PH001947,7731725564,Vi,Jharkhand,P000707,Akshaya Sahoo,VERIFIED,2020-08-06,,0,404081782007152
PH001948,8481071259,Jio,Jharkhand,P000707,Bibhuti Behera,FORGED_KYC,2022-02-01,2022-08-24,1,404095907492635
PH001949,9663667886,Jio,Jharkhand,P000707,ADDRESS INCOMPLETE,UNVERIFIED,2023-06-30,,1,404021748761520
PH001950,7526453935,Jio,Jharkhand,P000707,Prasanna Barik,UNVERIFIED,2026-05-04,,1,404066280540406
PH001951,8700915051,BSNL,West Bengal,P000708,Rabindra Nayak,VERIFIED,2024-07-16,,0,404098912300305
PH001952,8930874506,Airtel,West Bengal,P000708,NOT AVAILABLE,UNVERIFIED,2021-02-07,,1,404035309809442
PH001953,9625890022,Jio,West Bengal,P000709,Akshaya Sahoo,VERIFIED,2023-07-20,,0,404082905768161
PH001954,7678949858,Airtel,West Bengal,P000709,Akshaya Sahoo,VERIFIED,2019-05-17,,0,404017810517942
PH001955,7463241377,Vi,West Bengal,P000710,Sujoy Bhattacharya,VERIFIED,2018-07-31,,0,404097396781159
PH001956,7391553533,MTNL,West Bengal,P000710,Sujoy Bhattacharya,VERIFIED,2019-02-07,,0,404044444962804
PH001957,7778538297,MTNL,West Bengal,P000710,ADDRESS INCOMPLETE,BULK_ISSUED,2018-08-27,2018-10-05,1,404018913594374
PH001958,9748057935,MTNL,West Bengal,P000710,Sujoy Bhattacharya,VERIFIED,2020-06-21,,0,404090511713816
PH001959,9970760881,BSNL,Jharkhand,P000711,Vijay Singh,VERIFIED,2021-06-25,,0,404016881483166
PH001960,9915561945,BSNL,Bihar,P000712,Basanta Panda,VERIFIED,2026-03-06,,0,404078275986068
PH001961,9640926564,Vi,Rajasthan,P000713,Aarti More,VERIFIED,2019-01-19,,0,404033072696307
PH001962,7510217847,MTNL,Rajasthan,P000713,Aarti More,VERIFIED,2022-07-02,,0,404000889876739
PH001963,8714966616,MTNL,Rajasthan,P000713,Aarti More,VERIFIED,2023-04-24,,0,404061875949435
PH001964,7713663810,MTNL,Rajasthan,P000713,Aarti More,VERIFIED,2025-05-01,,0,404074349985815
PH001965,9798625830,MTNL,Karnataka,P000714,Divyesh Vaghela,VERIFIED,2018-10-19,,0,404069596335049
PH001966,7761890258,Airtel,Karnataka,P000714,Divyesh Vaghela,VERIFIED,2022-06-13,,0,404057212863297
PH001967,8004235865,BSNL,Karnataka,P000714,Divyesh Vaghela,VERIFIED,2024-03-18,,0,404062490636590
