account_id,account_number,ifsc,bank,branch_city,branch_state,holder_person_id,holder_org_id,holder_name,account_type,opened_date,status,is_mule_account,kyc_risk_rating
AC001033,04822615509761,KMBX0284373,Kotak Mahindra Bank,New Delhi,Delhi,P000574,,Ashim Mondal,SAVINGS,2020-03-14,FROZEN,0,LOW
AC001034,5629272111314480,CBOI0426348,Central Bank of India,Muzaffarpur,Bihar,P000575,,Vinod Nagar,OVERDRAFT,2026-03-05,ACTIVE,0,LOW
AC001035,394619128989,HBXX0196481,HDFC Bank,Muzaffarpur,Bihar,P000575,,Vinod Nagar,SAVINGS,2018-09-02,ACTIVE,0,MEDIUM
AC001036,405912581070,PNBX0627524,Punjab National Bank,Karimganj,Assam,P000576,,Anup Chakraborty,CURRENT,2013-03-14,ACTIVE,0,HIGH
AC001037,598634581269,UBOI0174107,Union Bank of India,Dhubri,Assam,P000577,,Nirmal Naskar,SAVINGS,2017-10-28,ACTIVE,0,LOW
AC001038,5676666005946893,IFBX0184680,IDFC First Bank,Kolkata,West Bengal,P000578,,Nepal Gayen,SAVINGS,2024-01-30,ACTIVE,0,MEDIUM
AC001039,81795031604,PPBX0886476,Paytm Payments Bank,Begusarai,Bihar,P000579,,Shanti Kushwaha,SAVINGS,2018-06-19,FROZEN,0,LOW
AC001040,154413069666,CBXX0524651,Canara Bank,Muzaffarpur,Bihar,P000580,,Nepal Mondal,CURRENT,2022-04-24,ACTIVE,0,MEDIUM
AC001041,20769529009019,BBXX0343476,Bandhan Bank,Gorakhpur,Uttar Pradesh,P000581,,Shahnawaz Ansari,SAVINGS,2017-01-07,ACTIVE,0,HIGH
AC001042,0827686214038091,YBXX0763555,Yes Bank,Varanasi,Uttar Pradesh,P000582,,Arindam Bhattacharya,SAVINGS,2024-03-27,DORMANT,0,LOW
AC001043,74941567384427,KMBX0733253,Kotak Mahindra Bank,Patna,Bihar,P000583,,Arindam Biswas,OVERDRAFT,2018-11-09,ACTIVE,0,LOW
AC001044,50621611751,PNBX0633073,Punjab National Bank,Murshidabad,West Bengal,P000584,,Pradip Sen,SAVINGS,2018-05-10,CLOSED,1,LOW
AC001045,3638566978483630,UBOI0005918,Union Bank of India,Murshidabad,West Bengal,P000584,,Pradip Sen,SAVINGS,2022-10-29,ACTIVE,1,LOW
AC001046,70237854438,PPBX0752611,Paytm Payments Bank,Murshidabad,West Bengal,P000585,,Iqbal Hussain,OVERDRAFT,2021-06-11,ACTIVE,0,MEDIUM
AC001047,711303791543,IBXX0911589,IndusInd Bank,Noida,Uttar Pradesh,P000586,,Nirmal Mistry,CURRENT,2019-12-14,ACTIVE,0,LOW
AC001048,4295841854878164,SBOI0710612,State Bank of India,Munger,Bihar,P000587,,Shabana Ahmed,SAVINGS,2024-11-07,ACTIVE,0,LOW
AC001049,39491429167324,IOBX0442850,Indian Overseas Bank,Munger,Bihar,P000587,,Shabana Ahmed,SAVINGS,2019-07-15,ACTIVE,0,LOW
AC001050,7902035637905296,PPBX0877017,Paytm Payments Bank,New Delhi,Delhi,P000588,,Tapan Roy,CURRENT,2022-04-03,ACTIVE,0,LOW
AC001051,25590248302333,ASFB0536828,AU Small Finance Bank,Munger,Bihar,P000589,,Ramesh Awasthi,CURRENT,2021-03-30,ACTIVE,0,LOW
AC001052,999787556380,BOBX0416410,Bank of Baroda,Dhubri,Assam,P000590,,Shailendra Kashyap,OVERDRAFT,2023-08-24,ACTIVE,0,LOW
AC001053,189683021914,IBXX0656674,IndusInd Bank,Dhubri,Assam,P000590,,Shailendra Kashyap,SAVINGS,2019-06-09,FROZEN,0,MEDIUM
AC001054,10592848790068,IBXX0229046,IndusInd Bank,Karimganj,Assam,P000591,,Anup Roy,OVERDRAFT,2017-02-17,ACTIVE,0,LOW
AC001055,90845621134,APBX0612154,Airtel Payments Bank,Karimganj,Assam,P000591,,Anup Roy,SAVINGS,2025-10-05,ACTIVE,0,MEDIUM
AC001056,13156091318255,IBXX0110349,IndusInd Bank,Karimganj,Assam,P000591,,Anup Roy,SAVINGS,2019-08-14,FROZEN,0,MEDIUM
AC001057,280858555197,CBOI0177395,Central Bank of India,Siliguri,West Bengal,P000592,,Sudha Singh,WALLET,2017-04-16,ACTIVE,0,LOW
AC001058,431439561959,HBXX0873452,HDFC Bank,Lucknow,Uttar Pradesh,P000593,,Ashim Pal,WALLET,2021-05-28,ACTIVE,0,MEDIUM
AC001059,171454876264,HBXX0476874,HDFC Bank,Lucknow,Uttar Pradesh,P000593,,Ashim Pal,SAVINGS,2014-01-01,ACTIVE,0,LOW
AC001060,53292861371343,BBXX0638564,Bandhan Bank,Karimganj,Assam,P000594,,Sanjib Majumdar,SAVINGS,2025-08-24,DORMANT,0,MEDIUM
AC001061,8596390676627022,BBXX0606728,Bandhan Bank,New Delhi,Delhi,P000595,,Faizan Pathan,WALLET,2018-12-18,ACTIVE,0,LOW
AC001062,88114636511916,IBXX0671403,IndusInd Bank,Karimganj,Assam,P000596,,Afsana Ahmed,CURRENT,2017-09-14,ACTIVE,0,HIGH
AC001063,0474712483445211,IOBX0953578,Indian Overseas Bank,Muzaffarnagar,Uttar Pradesh,P000597,,Anup Roy,SAVINGS,2025-01-09,ACTIVE,1,LOW
AC001064,47603830456653,SBOI0311912,State Bank of India,New Delhi,Delhi,P000598,,Tanveer Siddiqui,SAVINGS,2023-04-14,ACTIVE,0,MEDIUM
AC001065,21315396518,PPBX0899904,Paytm Payments Bank,New Delhi,Delhi,P000598,,Tanveer Siddiqui,SAVINGS,2016-03-11,ACTIVE,0,HIGH
AC001066,0630936046110217,FBXX0484979,Federal Bank,Malda,West Bengal,P000599,,Satish Awasthi,OVERDRAFT,2013-07-15,ACTIVE,0,MEDIUM
AC001067,303352511455,PPBX0033985,Paytm Payments Bank,Malda,West Bengal,P000599,,Satish Awasthi,CURRENT,2013-08-13,ACTIVE,0,LOW
AC001068,02209653939,BOIX0724256,Bank of India,New Delhi,Delhi,P000600,,Shabana Qureshi,SAVINGS,2016-08-18,ACTIVE,1,LOW
AC001069,56681461704854,KVBX0351158,Karur Vysya Bank,New Delhi,Delhi,P000600,,Shabana Qureshi,SAVINGS,2020-01-04,ACTIVE,1,HIGH
AC001070,3473774295066806,UBOI0669881,Union Bank of India,Purnia,Bihar,P000601,,Sarfaraz Chaudhary,CURRENT,2023-01-28,ACTIVE,0,MEDIUM
AC001071,01616876437,IFBX0391849,IDFC First Bank,Siwan,Bihar,P000602,,Kuldeep Sengar,SAVINGS,2019-02-08,ACTIVE,0,MEDIUM
AC001072,79954392186043,ASFB0245826,AU Small Finance Bank,Siwan,Bihar,P000602,,Kuldeep Sengar,SAVINGS,2024-11-27,FROZEN,0,MEDIUM
AC001073,879903177919,PNBX0941395,Punjab National Bank,Jaunpur,Uttar Pradesh,P000603,,Firoz Rahman,SAVINGS,2019-06-27,ACTIVE,0,LOW
AC001074,615673978786,ASFB0150091,AU Small Finance Bank,New Delhi,Delhi,P000604,,Faizan Malik,SAVINGS,2024-09-28,ACTIVE,0,LOW
AC001075,51216990673719,CBOI0754569,Central Bank of India,New Delhi,Delhi,P000604,,Faizan Malik,SAVINGS,2015-11-27,ACTIVE,0,LOW
AC001076,377801197896,SBOI0588721,State Bank of India,Murshidabad,West Bengal,P000605,,Pradip Chakraborty,SAVINGS,2016-09-07,ACTIVE,0,MEDIUM
AC001077,19297616546,KVBX0345038,Karur Vysya Bank,New Delhi,Delhi,P000606,,Tanveer Rahman,SAVINGS,2023-04-14,ACTIVE,0,LOW
AC001078,24147634190,ASFB0826828,AU Small Finance Bank,New Delhi,Delhi,P000607,,Udaiveer Prajapati,SAVINGS,2018-09-02,ACTIVE,0,MEDIUM
AC001079,397883566140,BBXX0178251,Bandhan Bank,Lucknow,Uttar Pradesh,P000608,,Shailendra Sengar,SAVINGS,2023-07-07,DORMANT,0,MEDIUM
AC001080,61172391468015,IBXX0749417,IndusInd Bank,Karimganj,Assam,P000609,,Pradeep Shukla,WALLET,2015-10-02,ACTIVE,0,LOW
AC001081,8199466466791380,CBXX0114814,Canara Bank,New Delhi,Delhi,P000610,,Nirmal Bose,WALLET,2023-04-27,ACTIVE,0,LOW
AC001082,756083917932,SBOI0776282,State Bank of India,New Delhi,Delhi,P000610,,Nirmal Bose,SAVINGS,2018-03-03,ACTIVE,0,MEDIUM
AC001083,893177137949,UBOI0810634,Union Bank of India,Nizamabad,Telangana,P000611,,Rambabu Kumar,WALLET,2018-07-29,ACTIVE,0,HIGH
AC001084,89127160030,CBOI0487439,Central Bank of India,Nizamabad,Telangana,P000611,,Rambabu Kumar,SAVINGS,2019-01-13,ACTIVE,0,HIGH
AC001085,6731881912622045,PNBX0245324,Punjab National Bank,Visakhapatnam,Andhra Pradesh,P000612,,Sudhakar Prasad,SAVINGS,2022-02-13,ACTIVE,0,MEDIUM
AC001086,4821883043178620,ASFB0661268,AU Small Finance Bank,Coimbatore,Tamil Nadu,P000613,,Sasmita Behera,OVERDRAFT,2024-02-21,FROZEN,0,MEDIUM
AC001087,3179334950375476,BOBX0859014,Bank of Baroda,Coimbatore,Tamil Nadu,P000613,,Sasmita Behera,CURRENT,2017-06-13,ACTIVE,0,HIGH
AC001088,942517432047,IOBX0634557,Indian Overseas Bank,Malkangiri,Odisha,P000614,,Rajendran Muthusamy,SAVINGS,2022-11-04,ACTIVE,0,HIGH
AC001089,0636077734822146,IFBX0704544,IDFC First Bank,Bengaluru,Karnataka,P000615,,Mallesh Yadav,SAVINGS,2025-09-08,FROZEN,0,LOW
AC001090,40860849251589,CBOI0806238,Central Bank of India,Bijapur,Chhattisgarh,P000616,,Sudarshan Mallick,CURRENT,2023-02-04,ACTIVE,1,LOW
AC001091,82756813519,CBXX0069307,Canara Bank,Bijapur,Chhattisgarh,P000616,,Sudarshan Mallick,SAVINGS,2017-02-26,ACTIVE,0,LOW
AC001092,0881796419208514,IFBX0070150,IDFC First Bank,Bijapur,Chhattisgarh,P000616,,Sudarshan Mallick,CURRENT,2023-02-19,ACTIVE,1,MEDIUM
AC001093,590879850211,BOBX0090993,Bank of Baroda,Trichy,Tamil Nadu,P000617,,Chandra Shekar Setty,SAVINGS,2022-04-19,ACTIVE,1,MEDIUM
AC001094,60943632528,BBXX0094982,Bandhan Bank,Trichy,Tamil Nadu,P000617,,Chandra Shekar Setty,SAVINGS,2017-07-31,ACTIVE,0,HIGH
AC001095,15044288602076,CBXX0021931,Canara Bank,Nagpur,Maharashtra,P000618,,Basanta Behera,WALLET,2019-06-27,CLOSED,0,LOW
AC001096,93634456618206,IBXX0090748,ICICI Bank,Guntur,Andhra Pradesh,P000619,,Prasanna Mallick,SAVINGS,2022-01-28,CLOSED,0,LOW
AC001097,6949395215518029,BOBX0566283,Bank of Baroda,Cuttack,Odisha,P000620,,Saravanan Rajendran,SAVINGS,2018-10-26,ACTIVE,0,HIGH
AC001098,53995582129,YBXX0063072,Yes Bank,Ballari,Karnataka,P000621,,Revathi Mudaliar,CURRENT,2019-07-30,ACTIVE,0,MEDIUM
AC001099,47049636841,HBXX0519150,HDFC Bank,Visakhapatnam,Andhra Pradesh,P000622,,Trilochan Mohanty,WALLET,2022-05-16,ACTIVE,0,LOW
AC001100,6534473639180537,IOBX0497389,Indian Overseas Bank,Visakhapatnam,Andhra Pradesh,P000622,,Trilochan Mohanty,SAVINGS,2017-12-14,ACTIVE,0,MEDIUM
AC001101,21693455648,IFBX0677238,IDFC First Bank,Trichy,Tamil Nadu,P000623,,Saravanan Pillai,SAVINGS,2020-02-19,ACTIVE,0,LOW
AC001102,299701285588,IFBX0386192,IDFC First Bank,Trichy,Tamil Nadu,P000623,,Saravanan Pillai,CURRENT,2019-05-31,ACTIVE,0,LOW
AC001103,48952862203504,CBXX0004922,Canara Bank,Ballari,Karnataka,P000624,,Balaraju Nallamothu,SAVINGS,2023-08-01,ACTIVE,0,MEDIUM
AC001104,771487543998,PPBX0146633,Paytm Payments Bank,Ganjam,Odisha,P000625,,Perumal Sundaram,SAVINGS,2022-02-18,ACTIVE,0,LOW
AC001105,9693215416491859,ASFB0880699,AU Small Finance Bank,Ganjam,Odisha,P000625,,Perumal Sundaram,WALLET,2020-12-19,ACTIVE,0,MEDIUM
AC001106,83153307937,PNBX0697685,Punjab National Bank,Ganjam,Odisha,P000625,,Perumal Sundaram,SAVINGS,2022-01-29,ACTIVE,0,LOW
AC001107,71592952690300,BBXX0084944,Bandhan Bank,Chennai,Tamil Nadu,P000626,,Murugan Muthusamy,SAVINGS,2025-01-14,ACTIVE,0,LOW
AC001108,24300292321,BBXX0453385,Bandhan Bank,Chennai,Tamil Nadu,P000627,,Amutha Rajendran,SAVINGS,2021-06-12,ACTIVE,0,MEDIUM
AC001109,38110053511065,CBOI0667598,Central Bank of India,Guntur,Andhra Pradesh,P000628,,Vetrivel Gounder,SAVINGS,2019-12-10,ACTIVE,0,MEDIUM
AC001110,56629349319,CBXX0061383,Canara Bank,Mumbai,Maharashtra,P000629,,Ramulu Reddy,SAVINGS,2015-01-28,ACTIVE,1,LOW
AC001111,286378435487,YBXX0626394,Yes Bank,Mumbai,Maharashtra,P000629,,Ramulu Reddy,SAVINGS,2017-03-17,ACTIVE,1,LOW
AC001112,379699598949,IFBX0009301,IDFC First Bank,Cuttack,Odisha,P000630,,Bibhuti Mohanty,SAVINGS,2014-05-16,ACTIVE,0,LOW
AC001113,871760279935,CBXX0164131,Canara Bank,Bijapur,Chhattisgarh,P000631,,Narsimha Prasad,CURRENT,2019-08-15,ACTIVE,0,LOW
AC001114,14632914636213,BOBX0055782,Bank of Baroda,Bijapur,Chhattisgarh,P000631,,Narsimha Prasad,CURRENT,2015-01-31,ACTIVE,0,LOW
AC001115,1931562149757499,YBXX0256037,Yes Bank,Bijapur,Chhattisgarh,P000631,,Narsimha Prasad,SAVINGS,2025-01-28,ACTIVE,0,MEDIUM
AC001116,96739852664314,PNBX0698036,Punjab National Bank,Bijapur,Chhattisgarh,P000631,,Narsimha Prasad,SAVINGS,2025-01-03,ACTIVE,0,LOW
AC001117,98071236098581,KMBX0333493,Kotak Mahindra Bank,Bijapur,Chhattisgarh,P000631,,Narsimha Prasad,SAVINGS,2018-07-29,FROZEN,0,LOW
AC001118,421655116280,CBOI0095674,Central Bank of India,Bijapur,Chhattisgarh,P000632,,Sekar Subramanian,SAVINGS,2022-06-03,ACTIVE,0,LOW
AC001119,479551312100,IBXX0082074,IndusInd Bank,Bijapur,Chhattisgarh,P000632,,Sekar Subramanian,CURRENT,2017-04-27,FROZEN,0,LOW
AC001120,34737583683,YBXX0720525,Yes Bank,Ganjam,Odisha,P000633,,Arivazhagan Mudaliar,SAVINGS,2016-12-10,ACTIVE,0,MEDIUM
AC001121,421229750599,UBOI0131539,Union Bank of India,Hyderabad,Telangana,P000634,,Srinivas Bandari,SAVINGS,2019-05-17,ACTIVE,1,MEDIUM
AC001122,8958795970452607,IFBX0505801,IDFC First Bank,Cuttack,Odisha,P000635,,Manikandan Annadurai,CURRENT,2020-08-07,ACTIVE,1,LOW
AC001123,94656602335075,YBXX0576150,Yes Bank,Coimbatore,Tamil Nadu,P000636,,Lakshmi Sharma,WALLET,2026-01-02,ACTIVE,1,LOW
AC001124,04588829917,YBXX0626240,Yes Bank,Coimbatore,Tamil Nadu,P000636,,Lakshmi Sharma,SAVINGS,2024-12-22,ACTIVE,1,LOW
AC001125,6084555432054670,KVBX0387068,Karur Vysya Bank,Bengaluru,Karnataka,P000637,,Chitra Naicker,SAVINGS,2016-10-31,DORMANT,1,MEDIUM
AC001126,03156396609363,IFBX0174250,IDFC First Bank,Bengaluru,Karnataka,P000637,,Chitra Naicker,CURRENT,2023-11-12,ACTIVE,1,HIGH
AC001127,3802927761002604,UBOI0976944,Union Bank of India,Coimbatore,Tamil Nadu,P000638,,Mallesh Choudary,OVERDRAFT,2014-04-20,DORMANT,0,LOW
AC001128,4244355857169452,YBXX0882108,Yes Bank,Coimbatore,Tamil Nadu,P000638,,Mallesh Choudary,WALLET,2018-07-30,ACTIVE,1,LOW
AC001129,11103822586,UBOI0506801,Union Bank of India,Coimbatore,Tamil Nadu,P000638,,Mallesh Choudary,CURRENT,2015-08-05,ACTIVE,1,LOW
AC001130,927313359889,CBOI0734285,Central Bank of India,Trichy,Tamil Nadu,P000639,,Sasmita Behera,SAVINGS,2025-05-24,ACTIVE,0,MEDIUM
AC001131,804308328642,KMBX0148363,Kotak Mahindra Bank,Trichy,Tamil Nadu,P000639,,Sasmita Behera,SAVINGS,2023-11-11,ACTIVE,1,HIGH
AC001132,22243947172,YBXX0862951,Yes Bank,Trichy,Tamil Nadu,P000639,,Sasmita Behera,SAVINGS,2021-09-21,DORMANT,1,MEDIUM
AC001133,97750793568481,UBOI0345972,Union Bank of India,Visakhapatnam,Andhra Pradesh,P000640,,Perumal Palanivel,SAVINGS,2018-11-12,ACTIVE,0,HIGH
AC001134,44931750831262,UBOI0309760,Union Bank of India,Visakhapatnam,Andhra Pradesh,P000640,,Perumal Palanivel,SAVINGS,2019-07-05,ACTIVE,1,LOW
AC001135,68835364888763,BOIX0205268,Bank of India,Mangaluru,Karnataka,P000641,,Palanisamy Palanivel,WALLET,2018-09-26,ACTIVE,0,MEDIUM
AC001136,099564975671,FBXX0175152,Federal Bank,Mangaluru,Karnataka,P000641,,Palanisamy Palanivel,WALLET,2023-07-31,DORMANT,0,LOW
AC001137,9976052004617766,YBXX0858425,Yes Bank,Pune,Maharashtra,P000642,,Bhagaban Panda,SAVINGS,2024-07-18,ACTIVE,0,MEDIUM
AC001138,17833706611540,HBXX0231838,HDFC Bank,Pune,Maharashtra,P000642,,Bhagaban Panda,SAVINGS,2018-07-30,ACTIVE,0,LOW
AC001139,978329876009,KMBX0275594,Kotak Mahindra Bank,Vijayawada,Andhra Pradesh,P000643,,Niranjan Panda,SAVINGS,2015-10-13,ACTIVE,0,HIGH
AC001140,36503769176872,IFBX0385613,IDFC First Bank,Chennai,Tamil Nadu,P000644,,Nagaraju Rao,SAVINGS,2015-01-28,DORMANT,0,LOW
AC001141,62197189383,KMBX0829827,Kotak Mahindra Bank,Chennai,Tamil Nadu,P000644,,Nagaraju Rao,SAVINGS,2014-07-13,ACTIVE,0,LOW
AC001142,346842720695,IBXX0701111,ICICI Bank,Coimbatore,Tamil Nadu,P000645,,Prasanna Mohanty,OVERDRAFT,2014-06-13,FROZEN,0,MEDIUM
AC001143,2587970724768793,BOIX0838107,Bank of India,Bijapur,Chhattisgarh,P000646,,Jagabandhu Sahoo,SAVINGS,2016-12-16,ACTIVE,0,MEDIUM
AC001144,0660934940014792,PPBX0733577,Paytm Payments Bank,Bijapur,Chhattisgarh,P000646,,Jagabandhu Sahoo,SAVINGS,2014-08-17,FROZEN,0,LOW
AC001145,41903671602,PPBX0939553,Paytm Payments Bank,Bijapur,Chhattisgarh,P000646,,Jagabandhu Sahoo,SAVINGS,2014-12-16,FROZEN,0,LOW
AC001146,650450905068,KVBX0929646,Karur Vysya Bank,Bijapur,Chhattisgarh,P000646,,Jagabandhu Sahoo,CURRENT,2017-05-15,ACTIVE,0,MEDIUM
AC001147,814717259494,BOBX0323989,Bank of Baroda,Mumbai,Maharashtra,P000647,,Trilochan Rout,SAVINGS,2019-12-07,ACTIVE,0,LOW
AC001148,5627670815211507,PNBX0324974,Punjab National Bank,Mumbai,Maharashtra,P000648,,Saravanan Mudaliar,SAVINGS,2021-01-06,DORMANT,0,LOW
AC001149,29033268575,IBXX0849704,ICICI Bank,Mumbai,Maharashtra,P000648,,Saravanan Mudaliar,SAVINGS,2021-07-29,ACTIVE,0,HIGH
AC001150,21892721072319,IFBX0959496,IDFC First Bank,Cuttack,Odisha,P000649,,Srinivas Choudary,SAVINGS,2018-10-14,ACTIVE,0,MEDIUM
AC001151,909979499000,PNBX0749309,Punjab National Bank,Cuttack,Odisha,P000649,,Srinivas Choudary,CURRENT,2013-05-09,ACTIVE,0,LOW
AC001152,8540584898142046,KVBX0511807,Karur Vysya Bank,Raipur,Chhattisgarh,P000650,,Kumaresan Muthusamy,SAVINGS,2023-02-16,ACTIVE,0,LOW
AC001153,3591146000362713,PPBX0083741,Paytm Payments Bank,Raipur,Chhattisgarh,P000650,,Kumaresan Muthusamy,CURRENT,2019-11-19,ACTIVE,0,LOW
AC001154,377967667273,PNBX0266320,Punjab National Bank,Kalaburagi,Karnataka,P000651,,Yellaiah Kondapalli,CURRENT,2023-08-02,ACTIVE,1,HIGH
AC001155,75176941702165,IBXX0547345,ICICI Bank,Chennai,Tamil Nadu,P000652,,Basanta Sahoo,CURRENT,2025-08-21,ACTIVE,0,LOW
AC001156,9341847066349848,YBXX0516380,Yes Bank,Chennai,Tamil Nadu,P000652,,Basanta Sahoo,SAVINGS,2017-07-17,ACTIVE,0,MEDIUM
AC001157,063873720564,FBXX0759231,Federal Bank,Guntur,Andhra Pradesh,P000653,,Sudarshan Behera,SAVINGS,2014-03-09,DORMANT,0,LOW
AC001158,299943496515,PNBX0823727,Punjab National Bank,Bhubaneswar,Odisha,P000654,,Manikandan Rajendran,SAVINGS,2020-05-18,ACTIVE,1,LOW
AC001159,5835867729730964,BBXX0491714,Bandhan Bank,Hyderabad,Telangana,P000655,,Karthik Thevar,SAVINGS,2020-08-29,DORMANT,0,LOW
AC001160,46911883237544,YBXX0840586,Yes Bank,Hyderabad,Telangana,P000655,,Karthik Thevar,SAVINGS,2019-04-10,ACTIVE,0,LOW
AC001161,587957920452,IFBX0227794,IDFC First Bank,Hyderabad,Telangana,P000655,,Karthik Thevar,SAVINGS,2017-11-27,ACTIVE,0,MEDIUM
AC001162,6425214541394896,KMBX0882943,Kotak Mahindra Bank,Hyderabad,Telangana,P000655,,Karthik Thevar,SAVINGS,2019-11-25,ACTIVE,0,LOW
AC001163,3863825826196874,KVBX0897573,Karur Vysya Bank,Hyderabad,Telangana,P000655,,Karthik Thevar,SAVINGS,2020-03-12,FROZEN,0,LOW
AC001164,895667672022,YBXX0659967,Yes Bank,Mumbai,Maharashtra,P000656,,Niranjan Dash,CURRENT,2019-12-31,ACTIVE,0,HIGH
AC001165,0502446933668794,IBXX0575436,ICICI Bank,Mumbai,Maharashtra,P000656,,Niranjan Dash,SAVINGS,2019-04-03,ACTIVE,0,LOW
AC001166,17782799723821,APBX0983769,Airtel Payments Bank,Pune,Maharashtra,P000657,,Bhagaban Mohanty,CURRENT,2023-12-03,ACTIVE,0,LOW
AC001167,70547365305692,APBX0342666,Airtel Payments Bank,Raipur,Chhattisgarh,P000658,,Karthik Annadurai,SAVINGS,2022-05-06,ACTIVE,0,MEDIUM
AC001168,906862459284,BOBX0731344,Bank of Baroda,Raipur,Chhattisgarh,P000659,,Jagabandhu Munda,SAVINGS,2018-06-08,ACTIVE,0,LOW
AC001169,78622830763,FBXX0751217,Federal Bank,Alluri Sitharama Raju,Andhra Pradesh,P000660,,Srinivas Kondapalli,SAVINGS,2016-03-16,ACTIVE,0,MEDIUM
AC001170,92043853096073,APBX0285917,Airtel Payments Bank,Nashik,Maharashtra,P000661,,Rajendran Thevar,SAVINGS,2014-09-03,ACTIVE,0,LOW
AC001171,032106988000,ABXX0901715,Axis Bank,Nashik,Maharashtra,P000661,,Rajendran Thevar,SAVINGS,2017-06-03,ACTIVE,0,MEDIUM
AC001172,06042667617,KVBX0193400,Karur Vysya Bank,Nashik,Maharashtra,P000661,,Rajendran Thevar,SAVINGS,2022-12-29,ACTIVE,0,MEDIUM
AC001173,42652765215,BOIX0109683,Bank of India,Kalaburagi,Karnataka,P000662,,Akshaya Jena,CURRENT,2020-03-02,DORMANT,0,HIGH
AC001174,764431653261,BOIX0390566,Bank of India,Kalaburagi,Karnataka,P000662,,Akshaya Jena,SAVINGS,2025-01-30,ACTIVE,0,LOW
AC001175,0486860169103309,CBOI0959937,Central Bank of India,Vijayawada,Andhra Pradesh,P000663,,Sabita Sahoo,SAVINGS,2024-02-14,ACTIVE,0,MEDIUM
AC001176,56597318676,ABXX0335225,Axis Bank,Hyderabad,Telangana,P000664,,Mallesh Naidu,CURRENT,2024-07-25,ACTIVE,1,MEDIUM
AC001177,797833447572,ASFB0993065,AU Small Finance Bank,Hyderabad,Telangana,P000664,,Mallesh Naidu,SAVINGS,2022-05-20,ACTIVE,0,MEDIUM
AC001178,7503436285707852,BOBX0433805,Bank of Baroda,Hyderabad,Telangana,P000664,,Mallesh Naidu,SAVINGS,2024-01-07,ACTIVE,1,LOW
AC001179,09779491162046,IOBX0349750,Indian Overseas Bank,Mumbai,Maharashtra,P000665,,Pramila Dash,SAVINGS,2021-04-26,DORMANT,0,LOW
AC001180,41223039460763,BOIX0459558,Bank of India,Malkangiri,Odisha,P000666,,Hariom Bhardwaj,SAVINGS,2013-05-06,ACTIVE,0,LOW
AC001181,01752160505,FBXX0516003,Federal Bank,Dhanbad,Jharkhand,P000667,,Pramod Singh,OVERDRAFT,2024-10-12,ACTIVE,1,LOW
AC001182,2890067215662871,CBOI0702993,Central Bank of India,Dhanbad,Jharkhand,P000667,,Pramod Singh,CURRENT,2015-11-29,ACTIVE,0,MEDIUM
AC001183,78157747239926,BOBX0961167,Bank of Baroda,Dhanbad,Jharkhand,P000667,,Pramod Singh,SAVINGS,2017-08-12,ACTIVE,1,LOW
AC001184,99342345931413,IBXX0962916,IndusInd Bank,Guwahati,Assam,P000668,,Sarat Rout,CURRENT,2024-01-25,ACTIVE,1,LOW
AC001185,0188193974011409,IOBX0303060,Indian Overseas Bank,Guwahati,Assam,P000668,,Sarat Rout,SAVINGS,2024-02-14,ACTIVE,1,MEDIUM
AC001186,5741590911999216,IFBX0298061,IDFC First Bank,Dhanbad,Jharkhand,P000669,,Tapan Naskar,SAVINGS,2023-09-14,ACTIVE,1,MEDIUM
AC001187,034173709123,SBOI0635837,State Bank of India,Dhanbad,Jharkhand,P000669,,Tapan Naskar,CURRENT,2014-12-23,ACTIVE,1,MEDIUM
AC001188,13863006512,PNBX0478537,Punjab National Bank,Deoghar,Jharkhand,P000670,,Bhagaban Sahoo,WALLET,2015-06-01,ACTIVE,0,HIGH
AC001189,11710912361,ASFB0634066,AU Small Finance Bank,Deoghar,Jharkhand,P000670,,Bhagaban Sahoo,WALLET,2016-02-09,ACTIVE,0,LOW
AC001190,083921359287,KMBX0156631,Kotak Mahindra Bank,Muzaffarpur,Bihar,P000671,,Basanta Jena,CURRENT,2014-04-03,ACTIVE,0,HIGH
AC001191,16899766824985,PPBX0033714,Paytm Payments Bank,Giridih,Jharkhand,P000672,,Sasmita Mallick,WALLET,2021-03-03,ACTIVE,1,MEDIUM
AC001192,05527670176,ABXX0939150,Axis Bank,Deoghar,Jharkhand,P000673,,Vijay Dubey,WALLET,2026-01-01,DORMANT,0,HIGH
AC001193,3309019333818058,IFBX0256813,IDFC First Bank,Guwahati,Assam,P000674,,Basanta Pradhan,SAVINGS,2014-10-19,ACTIVE,0,HIGH
AC001194,34501272093,ASFB0701648,AU Small Finance Bank,Kolkata,West Bengal,P000675,,Naresh Shukla,SAVINGS,2018-06-16,ACTIVE,1,HIGH
AC001195,17925130695750,SBOI0948669,State Bank of India,Kolkata,West Bengal,P000675,,Naresh Shukla,CURRENT,2016-06-04,ACTIVE,1,LOW
AC001196,885215872457,CBXX0303517,Canara Bank,Kolkata,West Bengal,P000675,,Naresh Shukla,SAVINGS,2014-12-20,ACTIVE,1,HIGH
AC001197,0713852047722975,CBOI0796224,Central Bank of India,Guwahati,Assam,P000676,,Kartik Sardar,SAVINGS,2014-02-20,CLOSED,1,MEDIUM
AC001198,3497155134518076,YBXX0177968,Yes Bank,Cuttack,Odisha,P000677,,Bhagaban Dash,CURRENT,2026-03-28,ACTIVE,0,LOW
