person_id,full_name,first_name,surname,alias,gender,date_of_birth,age,name_region,native_state,native_city,native_area,home_location_id,based_abroad_in,person_type,role,syndicate_id,syndicate_code,risk_score,influence_score,custody_status,first_offence_year,total_cases,is_cross_syndicate_bridge,is_duplicate_record_of,nic_ref,record_source,source_reliability,info_credibility,is_synthetic
P000779,Shakeel Ansari,Shakeel,Ansari,Shakeel Chhota,M,1986-01-02,40,muslim,Uttar Pradesh,Gorakhpur,Rajghat,LOC000029,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,40,0.246,ABSCONDING,2019,2,0,,NIC-BFLMI1EWF,BANK_STATEMENT,A,5,1
P000780,Pradeep Prajapati,Pradeep,Prajapati,,M,1976-05-13,50,hindi_belt,Uttar Pradesh,Ghaziabad,Loni,LOC000026,,CRIMINAL,SHOOTER,ORG000013,SYN-KDN,71,0.325,ON_BAIL,2007,9,0,,NIC-LJ20OTYBG,INFORMANT_TIP,A,2,1
P000781,Prakash Maurya,Prakash,Maurya,Ustad,M,1975-06-18,51,hindi_belt,Jharkhand,Dhanbad,Jharia,LOC000044,,CRIMINAL,SHOOTER,ORG000013,SYN-KDN,83,0.308,UNDER_SURVEILLANCE,2008,5,0,,NIC-UGI3LZ2A6,INTELLIGENCE_REPORT,D,3,1
P000782,Sarfaraz Siddiqui,Sarfaraz,Siddiqui,Bandook,M,1999-08-14,26,muslim,Uttar Pradesh,Kanpur,Chakeri,LOC000024,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,63,0.261,IN_JUDICIAL_CUSTODY,2023,6,0,,NIC-43FKDNXAC,INTELLIGENCE_REPORT,F,1,1
P000783,Firoz Siddiqui,Firoz,Siddiqui,,M,1977-04-10,49,muslim,Jharkhand,Dhanbad,Jharia,LOC000044,Nepal,CRIMINAL,FINANCIER,ORG000013,SYN-KDN,88,0.763,DECLARED_PO,2008,9,0,,NIC-HJFV1QWKW,SOCIAL_MEDIA_INTEL,C,1,1
P000784,Ashfaq Sheikh,Ashfaq,Sheikh,,M,2002-12-20,23,muslim,Bihar,Patna,Kadamkuan,LOC000035,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,66,0.254,ON_BAIL,2022,8,0,,NIC-F7J3PA1OT,SURVEILLANCE_REPORT,B,3,1
P000785,Girdhari Saini,Girdhari,Saini,Bhai,M,1986-09-01,39,hindi_belt,Uttar Pradesh,Bareilly,Baradari,LOC000032,,CRIMINAL,LOGISTICS,ORG000013,SYN-KDN,57,0.425,AT_LARGE,2025,14,0,,NIC-GGCLFKXTM,SEIZURE_MEMO,C,1,1
P000786,Shailendra Sharma,Shailendra,Sharma,Shailendra Kaka,M,1993-07-01,32,hindi_belt,Uttar Pradesh,Bareilly,Baradari,LOC000032,,CRIMINAL,SHOOTER,ORG000013,SYN-KDN,77,0.368,AT_LARGE,2010,9,0,,NIC-6YDDMKDMG,INFORMANT_TIP,B,4,1
P000787,Shabana Mirza,Shabana,Mirza,,F,1967-04-04,59,muslim,Uttar Pradesh,Prayagraj,Dhoomanganj,LOC000030,,CRIMINAL,COURIER,ORG000013,SYN-KDN,54,0.196,IN_JUDICIAL_CUSTODY,2016,9,0,,NIC-390CGYJWD,CHARGESHEET,C,1,1
P000788,Rafiq Malik,Rafiq,Malik,Rafiq Bada,M,1967-02-07,59,muslim,Bihar,Begusarai,Barauni,LOC000040,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,63,0.269,ABSCONDING,1997,7,0,,NIC-B4K9727A4,BANK_STATEMENT,D,3,1
P000789,Wasim Qureshi,Wasim,Qureshi,Wasim Munna,M,1995-12-17,30,muslim,Delhi,New Delhi,Chandni Chowk,LOC000015,Nepal,CRIMINAL,FINANCIER,ORG000013,SYN-KDN,69,0.852,EXTRADITION_PENDING,2019,7,0,,NIC-YQ45H8M5V,SURVEILLANCE_REPORT,A,4,1
P000790,Deepak Bhardwaj,Deepak,Bhardwaj,Anna,M,1995-06-26,31,hindi_belt,Bihar,Begusarai,Barauni,LOC000040,,CRIMINAL,FIXER,ORG000013,SYN-KDN,66,0.495,ON_BAIL,2017,6,0,,NIC-QSMINZLKH,INTELLIGENCE_REPORT,C,4,1
P000791,Sarfaraz Saifi,Sarfaraz,Saifi,,M,2002-08-01,23,muslim,Uttar Pradesh,Gorakhpur,Rajghat,LOC000029,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,59,0.266,DECLARED_PO,2022,6,0,,NIC-WE1HPXJFU,FIR,C,4,1
P000792,Nazia Khan,Nazia,Khan,Nazia Bandook,F,1983-01-27,43,muslim,Jharkhand,Deoghar,Sarwan,LOC000043,,CRIMINAL,LIEUTENANT,ORG000013,SYN-KDN,92,0.701,ABSCONDING,2002,13,0,,NIC-NH8OIS8S6,CDR,B,1,1
P000793,Jitendra Baghel,Jitendra,Baghel,Chacha Jitendra,M,1969-02-12,57,hindi_belt,Jharkhand,Jamtara,Karmatanr,LOC000042,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,39,0.278,DECLARED_PO,1996,7,0,,NIC-9YSZPOVOT,TOWER_DUMP,A,1,1
P000794,Wasim Hussain,Wasim,Hussain,,M,1992-10-26,33,muslim,Jharkhand,Ranchi,Hatia,LOC000045,,CRIMINAL,LIEUTENANT,ORG000013,SYN-KDN,85,0.691,AT_LARGE,2011,8,0,,NIC-4P9VUHI8E,IPDR,E,2,1
P000795,Zubair Chaudhary,Zubair,Chaudhary,,M,1983-05-05,43,muslim,Bihar,Muzaffarpur,Mithanpura,LOC000037,,CRIMINAL,INFORMANT,ORG000013,SYN-KDN,32,0.21,IN_JUDICIAL_CUSTODY,2023,7,0,,NIC-3KOYBJSS1,PASSPORT_IMMIGRATION,C,6,1
P000796,Abdul Malik,Abdul,Malik,Pehalwan Abdul,M,1966-01-15,60,muslim,Bihar,Gaya,Chandauti,LOC000038,,CRIMINAL,TECH_HANDLER,ORG000013,SYN-KDN,51,0.38,ABSCONDING,1996,17,0,,NIC-Q48O4DNG5,CRIMINAL_HISTORY_DB,B,2,1
P000797,Imran Ahmed,Imran,Ahmed,Tinku Imran,M,1980-12-15,45,muslim,West Bengal,Nadia,Karimpur,LOC000053,,CRIMINAL,KINGPIN,ORG000013,SYN-KDN,94,0.913,AT_LARGE,2000,9,0,,NIC-Z7ZJ2L97T,FIR,B,2,1
P000798,Firoz Mansuri,Firoz,Mansuri,Doctor,M,1973-06-07,53,muslim,Bihar,Purnia,Khajanchi Hat,LOC000041,,CRIMINAL,MULE,ORG000013,SYN-KDN,38,0.078,AT_LARGE,2021,5,0,,NIC-IWIN7164D,INTELLIGENCE_REPORT,D,3,1
P000799,Shakeel Pathan,Shakeel,Pathan,Shakeel Bhai,M,1981-06-25,45,muslim,Bihar,Begusarai,Barauni,LOC000040,,CRIMINAL,TECH_HANDLER,ORG000013,SYN-KDN,52,0.427,ABSCONDING,2017,10,0,,NIC-J4M0FU21Q,PASSPORT_IMMIGRATION,A,2,1
P000800,Haroon Mansuri,Haroon,Mansuri,Haroon Kabootar,M,1989-08-23,36,muslim,West Bengal,North 24 Parganas,Bongaon,LOC000051,,CRIMINAL,COURIER,ORG000013,SYN-KDN,40,0.153,AT_LARGE,2011,8,0,,NIC-BP7QJL4NZ,CHARGESHEET,D,2,1
P000801,Nathu Ranawat,Nathu,Ranawat,Kaka Nathu,M,1982-10-24,43,rajasthani,Haryana,Gurugram,Sohna,LOC000061,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,55,0.259,DECEASED,2007,0,0,,NIC-I3K5L8FKH,INTELLIGENCE_REPORT,B,3,1
P000802,Kishan Jat,Kishan,Jat,Kishan Kabootar,M,1986-08-13,39,rajasthani,Madhya Pradesh,Gwalior,Morar,LOC000080,,CRIMINAL,LOGISTICS,ORG000014,SYN-SHK,65,0.616,IN_JUDICIAL_CUSTODY,2002,4,1,,NIC-TWN5QXB2A,TOWER_DUMP,D,2,1
P000803,Malkiat Virk,Malkiat,Virk,,M,1970-01-18,56,punjabi,Madhya Pradesh,Bhopal,Bairagarh,LOC000077,,CRIMINAL,CORRUPT_OFFICIAL,ORG000014,SYN-SHK,50,0.749,ON_BAIL,1997,6,0,,NIC-KCKLEXTPC,SOCIAL_MEDIA_INTEL,B,3,1
P000804,Yogendra Srivastava,Yogendra,Srivastava,Yogendra Chhota,M,1973-03-01,53,hindi_belt,Uttar Pradesh,Ghaziabad,Loni,LOC000026,,CRIMINAL,COURIER,ORG000014,SYN-SHK,35,0.2,ON_BAIL,2022,1,0,,NIC-VWDHOVSVC,SURVEILLANCE_REPORT,D,3,1
P000805,Ranveer Beniwal,Ranveer,Beniwal,Ranveer Chikna,M,1972-03-10,54,rajasthani,Uttar Pradesh,Ghaziabad,Loni,LOC000026,,CRIMINAL,COURIER,ORG000014,SYN-SHK,37,0.156,DECLARED_PO,2010,4,0,,NIC-8BW8OHIRR,CDR,A,3,1
P000806,Hanuman Shekhawat,Hanuman,Shekhawat,Seth Hanuman,M,1975-08-13,50,rajasthani,Haryana,Gurugram,Sohna,LOC000061,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,47,0.238,AT_LARGE,2014,9,0,,NIC-KEAYLRFN2,CRIMINAL_HISTORY_DB,C,4,1
P000807,Bikramjit Brar,Bikramjit,Brar,Bikramjit Nanha,M,1983-04-24,43,punjabi,Haryana,Hisar,Barwala,LOC000063,,CRIMINAL,TECH_HANDLER,ORG000014,SYN-SHK,57,0.367,AT_LARGE,2023,2,0,,NIC-UJ6ZQYGJB,INFORMANT_TIP,B,2,1
P000808,Sunil Sengar,Sunil,Sengar,Sunil Pehalwan,M,1977-06-05,49,hindi_belt,Maharashtra,Pune,Yerwada,LOC000009,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,52,0.211,ABSCONDING,2003,6,0,,NIC-OVWAUGRNI,CDR,C,1,1
P000809,Sandeep Maurya,Sandeep,Maurya,Sandeep Sarkar,M,2000-03-09,26,hindi_belt,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,84,0.38,IN_JUDICIAL_CUSTODY,2016,2,0,,NIC-IJF68PQU8,PASSPORT_IMMIGRATION,A,2,1
P000810,Kishan Choudhary,Kishan,Choudhary,,M,1984-10-07,41,rajasthani,Punjab,Bathinda,Rampura Phul,LOC000059,,CRIMINAL,RECRUITER,ORG000014,SYN-SHK,54,0.546,AT_LARGE,2013,6,0,,NIC-91WGWDKV3,CHARGESHEET,C,2,1
P000811,Sohan Purohit,Sohan,Purohit,Tinku,M,1993-04-27,33,rajasthani,Maharashtra,Pune,Yerwada,LOC000009,,CRIMINAL,LOGISTICS,ORG000014,SYN-SHK,68,0.482,IN_JUDICIAL_CUSTODY,2020,3,0,,NIC-4IZLB6RZ4,BANK_STATEMENT,C,4,1
P000812,Udaiveer Baghel,Udaiveer,Baghel,Bada Udaiveer,M,1983-02-26,43,hindi_belt,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,RECRUITER,ORG000014,SYN-SHK,66,0.443,ABSCONDING,2017,4,0,,NIC-WAG8LWZKT,IPDR,A,2,1
P000813,Mukesh Baghel,Mukesh,Baghel,Mukesh Sarkar,M,1975-05-03,51,hindi_belt,Uttar Pradesh,Meerut,Lisari Gate,LOC000025,UAE,CRIMINAL,HAWALA_OPERATOR,ORG000014,SYN-SHK,79,0.76,ABSCONDING,2014,6,0,,NIC-ZK2CI0ZAQ,CRIMINAL_HISTORY_DB,D,1,1
P000814,Balbir Thakur,Balbir,Thakur,Balbir Chacha,M,1962-01-23,64,hindi_belt,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,49,0.213,IN_JUDICIAL_CUSTODY,2003,3,0,,NIC-OPXM8LIKT,IPDR,A,5,1
P000815,Kuldeep Srivastava,Kuldeep,Srivastava,Kuldeep Pehalwan,M,1969-08-16,56,hindi_belt,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,71,0.403,IN_JUDICIAL_CUSTODY,2014,3,0,,NIC-0D41IZSN7,CHARGESHEET,E,1,1
P000816,Tarsem Virk,Tarsem,Virk,,M,1987-11-05,38,punjabi,Haryana,Hisar,Barwala,LOC000063,,CRIMINAL,MULE,ORG000014,SYN-SHK,22,0.072,IN_JUDICIAL_CUSTODY,2015,2,0,,NIC-M0HAQSF1T,BANK_STATEMENT,E,3,1
P000817,Rachhpal Sandhu,Rachhpal,Sandhu,Chikna Rachhpal,M,1989-08-22,36,punjabi,Punjab,Tarn Taran,Khalra,LOC000055,,CRIMINAL,LOGISTICS,ORG000014,SYN-SHK,57,0.514,AT_LARGE,2015,2,0,,NIC-C1NQSLCR1,PASSPORT_IMMIGRATION,A,2,1
P000818,Gopal Saini,Gopal,Saini,Gopal Ustad,M,1971-05-23,55,rajasthani,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,75,0.315,DECLARED_PO,2012,4,0,,NIC-TRRE5KORW,INTELLIGENCE_REPORT,D,4,1
P000819,Bhanwar Meena,Bhanwar,Meena,Chikna,M,1994-06-24,32,rajasthani,Rajasthan,Jaipur,Chomu,LOC000067,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,77,0.357,AT_LARGE,2020,4,0,,NIC-CR3LM71RE,SEIZURE_MEMO,A,5,1
P000820,Kulwant Toor,Kulwant,Toor,Bhai Kulwant,M,1971-02-13,55,punjabi,Maharashtra,Mumbai,Andheri,LOC000005,,CRIMINAL,HAWALA_OPERATOR,ORG000014,SYN-SHK,67,1.0,AT_LARGE,2019,5,1,,NIC-CO48EQ1DT,IPDR,D,3,1
P000821,Girdhari Rathore,Girdhari,Rathore,Cheetah,M,1989-01-13,37,hindi_belt,Rajasthan,Bikaner,Nokha,LOC000066,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,82,0.369,IN_JUDICIAL_CUSTODY,2007,3,0,,NIC-W0Q03IYOZ,TOWER_DUMP,E,5,1
P000822,Harjinder Sarao,Harjinder,Sarao,Sarkar Harjinder,M,1998-10-02,27,punjabi,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,71,0.308,ABSCONDING,2020,5,0,,NIC-HA7TVC39Y,FIR,B,2,1
P000823,Harpreet Brar,Harpreet,Brar,Harpreet Guddu,F,1988-05-14,38,punjabi,Maharashtra,Mumbai,Bhendi Bazaar,LOC000004,,CRIMINAL,FENCE,ORG000014,SYN-SHK,58,0.298,UNDER_SURVEILLANCE,2019,8,0,,NIC-2NBZ4H9IL,CHARGESHEET,A,2,1
P000824,Gopal Beniwal,Gopal,Beniwal,Gopal Chacha,M,1988-09-21,37,rajasthani,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,COURIER,ORG000014,SYN-SHK,46,0.169,EXTRADITION_PENDING,2019,4,0,,NIC-CY4N0NTK6,CHARGESHEET,C,4,1
P000825,Jitendra Rajput,Jitendra,Rajput,Jitendra Pehalwan,M,1961-11-21,64,hindi_belt,Maharashtra,Mumbai,Malad,LOC000006,,CRIMINAL,COURIER,ORG000014,SYN-SHK,39,0.193,ABSCONDING,1997,3,0,,NIC-DQ91E8Z2B,INTELLIGENCE_REPORT,B,2,1
P000826,Jarnail Singh,Jarnail,Singh,,M,1997-10-06,28,punjabi,Punjab,Tarn Taran,Khalra,LOC000055,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,86,0.297,ABSCONDING,2020,7,0,,NIC-8K5H9J0UN,PASSPORT_IMMIGRATION,D,2,1
P000827,Prakash Shukla,Prakash,Shukla,Seth Prakash,M,1985-10-10,40,hindi_belt,Rajasthan,Bikaner,Nokha,LOC000066,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,75,0.354,AT_LARGE,2015,4,0,,NIC-PFPUTBHSW,PASSPORT_IMMIGRATION,C,6,1
P000828,Harjinder Kang,Harjinder,Kang,Bada Harjinder,M,1988-04-01,38,punjabi,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,81,0.408,ON_BAIL,2019,5,0,,NIC-RO96RPDJE,IPDR,C,1,1
P000829,Devendra Srivastava,Devendra,Srivastava,Tempo,M,2002-04-22,24,hindi_belt,Maharashtra,Mumbai,Andheri,LOC000005,UAE,CRIMINAL,FINANCIER,ORG000014,SYN-SHK,68,0.824,ABSCONDING,2020,6,0,,NIC-J6FVAM2CH,IPDR,A,3,1
P000830,Harpreet Sandhu,Harpreet,Sandhu,Harpreet Master,F,2000-09-02,25,punjabi,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,KINGPIN,ORG000014,SYN-SHK,89,0.88,DECEASED,2025,7,0,,NIC-09LST7UBB,IPDR,A,3,1
P000831,Bheru Ranawat,Bheru,Ranawat,,M,1986-09-01,39,rajasthani,Haryana,Nuh,Punhana,LOC000060,,CRIMINAL,FENCE,ORG000014,SYN-SHK,53,0.32,ON_BAIL,2009,1,0,,NIC-YHK4ZZIA9,FIR,C,4,1
P000832,Kuldeep Virk,Kuldeep,Virk,Raja Kuldeep,F,1976-05-09,50,punjabi,Uttar Pradesh,Azamgarh,Sarai Mir,LOC000033,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,48,0.264,AT_LARGE,2005,2,0,,NIC-QV75AFLAS,PASSPORT_IMMIGRATION,C,3,1
P000833,Sukhdev Singh,Sukhdev,Singh,Sukhdev Gullu,M,1969-04-15,57,punjabi,Delhi,New Delhi,Seelampur,LOC000016,,CRIMINAL,LIEUTENANT,ORG000014,SYN-SHK,83,0.733,UNDER_SURVEILLANCE,2020,2,0,,NIC-2ZDPY2AIS,SURVEILLANCE_REPORT,B,1,1
P000834,Jasbir Brar,Jasbir,Brar,Kallu Jasbir,F,1987-05-17,39,punjabi,Maharashtra,Aurangabad,Cidco,LOC000013,,CRIMINAL,TECH_HANDLER,ORG000014,SYN-SHK,69,0.662,AT_LARGE,2018,4,1,,NIC-RBPZR68JH,CRIMINAL_HISTORY_DB,D,3,1
P000835,Bikramjit Sekhon,Bikramjit,Sekhon,Bikramjit Kallu,M,1972-03-08,54,punjabi,Punjab,Tarn Taran,Khalra,LOC000055,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,83,0.363,ON_BAIL,2001,2,0,,NIC-70SEIXT5L,BANK_STATEMENT,C,5,1
P000836,Lakhwinder Bains,Lakhwinder,Bains,Gullu Lakhwinder,M,1960-07-14,65,punjabi,Delhi,New Delhi,Jamia Nagar,LOC000017,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,60,0.256,DECEASED,2023,2,0,,NIC-0LMWYJ9PN,CRIMINAL_HISTORY_DB,D,3,1
P000837,Ratan Kumawat,Ratan,Kumawat,Ratan Bada,M,1983-07-01,42,rajasthani,Delhi,New Delhi,Jamia Nagar,LOC000017,,CRIMINAL,SHOOTER,ORG000014,SYN-SHK,79,0.293,IN_JUDICIAL_CUSTODY,2001,3,0,,NIC-QPGUM7MFJ,BANK_STATEMENT,B,1,1
P000838,Chandrabhan Bhadauria,Chandrabhan,Bhadauria,,M,1969-10-24,56,hindi_belt,Punjab,Ferozepur,Mamdot,LOC000057,,CRIMINAL,LOGISTICS,ORG000014,SYN-SHK,68,0.744,AT_LARGE,2006,7,1,,NIC-TOCSENTHB,SURVEILLANCE_REPORT,C,3,1
P000839,Ratan Jat,Ratan,Jat,,M,1999-09-14,26,rajasthani,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,FIELD_OPERATIVE,ORG000014,SYN-SHK,55,0.24,UNDER_SURVEILLANCE,2024,3,0,,NIC-KISAVJD7L,SURVEILLANCE_REPORT,B,2,1
P000840,Sukhwinder Kang,Sukhwinder,Kang,,M,1999-07-05,26,punjabi,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,FINANCIER,ORG000014,SYN-SHK,83,0.838,IN_JUDICIAL_CUSTODY,2015,4,0,,NIC-8CXZ8IAF4,SEIZURE_MEMO,B,3,1
P000841,Paramjit Virk,Paramjit,Virk,,M,1990-03-25,36,punjabi,Delhi,New Delhi,Nangloi,LOC000020,,CRIMINAL,COURIER,ORG000014,SYN-SHK,54,0.195,ON_BAIL,2012,4,0,,NIC-SATPT5QHK,CRIMINAL_HISTORY_DB,B,1,1
P000842,Madan Bishnoi,Madan,Bishnoi,,M,1991-08-16,34,rajasthani,Haryana,Nuh,Punhana,LOC000060,,CRIMINAL,RECRUITER,ORG000014,SYN-SHK,54,0.423,ON_BAIL,2009,0,0,,NIC-WDO0FLCJV,INFORMANT_TIP,C,3,1
P000843,Ranveer Kumawat,Ranveer,Kumawat,,M,1979-12-06,46,rajasthani,Haryana,Gurugram,Sohna,LOC000061,,CRIMINAL,LIEUTENANT,ORG000014,SYN-SHK,81,0.745,ABSCONDING,2000,3,0,,NIC-2S9AR51B2,CHARGESHEET,E,2,1
P000844,Gurpreet Toor,Gurpreet,Toor,Gurpreet Gullu,M,1964-10-03,61,punjabi,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,FIXER,ORG000014,SYN-SHK,80,0.641,ON_BAIL,1997,4,0,,NIC-WF4PK8WFR,CRIMINAL_HISTORY_DB,B,6,1
P000845,Yogendra Saini,Yogendra,Saini,,M,1982-09-24,43,hindi_belt,Haryana,Sonipat,Gohana,LOC000062,,CRIMINAL,FENCE,ORG000014,SYN-SHK,42,0.333,AT_LARGE,1998,3,0,,NIC-U2QRZXPHZ,FIR,C,4,1
P000846,Mahesh Shukla,Mahesh,Shukla,,M,2003-12-04,22,hindi_belt,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,MULE,ORG000015,SYN-WLD,34,0.068,ON_BAIL,2021,23,0,,NIC-SOFFMJYYG,CDR,B,2,1
P000847,Yumnam Marak,Yumnam,Marak,Yumnam Kallu,M,1967-02-20,59,northeast,Tamil Nadu,Trichy,Srirangam,LOC000098,,CRIMINAL,INFORMANT,ORG000015,SYN-WLD,40,0.222,ABSCONDING,2011,20,0,,NIC-KJBUO4A44,SOCIAL_MEDIA_INTEL,B,2,1
P000848,Nagaraju Gupta,Nagaraju,Gupta,,M,1964-05-13,62,telugu,Andhra Pradesh,Kurnool,Nandyal,LOC000091,,CRIMINAL,LIEUTENANT,ORG000015,SYN-WLD,74,0.821,UNDER_SURVEILLANCE,2008,19,0,,NIC-PR05Y0I0L,SURVEILLANCE_REPORT,B,4,1
P000849,Bikram Sangma,Bikram,Sangma,Bikram Cheetah,M,1964-12-18,61,northeast,West Bengal,Murshidabad,Jalangi,LOC000050,,CRIMINAL,COURIER,ORG000015,SYN-WLD,39,0.184,IN_JUDICIAL_CUSTODY,2003,14,0,,NIC-2ANY7ZDVD,INTELLIGENCE_REPORT,B,2,1
P000850,Nagaraju Nallamothu,Nagaraju,Nallamothu,,M,2001-11-14,24,telugu,West Bengal,Kolkata,Metiabruz,LOC000047,,CRIMINAL,FENCE,ORG000015,SYN-WLD,48,0.313,IN_JUDICIAL_CUSTODY,2021,9,0,,NIC-HANCHKDPB,BANK_STATEMENT,B,1,1
P000851,Ilango Subramanian,Ilango,Subramanian,Guddu,M,1998-06-08,28,tamil,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,FENCE,ORG000015,SYN-WLD,43,0.25,UNDER_SURVEILLANCE,2023,17,0,,NIC-81CI3W5SU,SOCIAL_MEDIA_INTEL,D,6,1
P000852,Mallesh Kumar,Mallesh,Kumar,Sarkar Mallesh,M,1992-02-04,34,telugu,Madhya Pradesh,Indore,Rau,LOC000078,,CRIMINAL,COURIER,ORG000015,SYN-WLD,47,0.183,AT_LARGE,2019,17,0,,NIC-YWW7NSSVZ,INTELLIGENCE_REPORT,A,1,1
P000853,Rajesh Jaiswal,Rajesh,Jaiswal,Cheetah,M,1984-01-08,42,hindi_belt,West Bengal,Murshidabad,Jalangi,LOC000050,,CRIMINAL,LOGISTICS,ORG000015,SYN-WLD,70,0.612,EXTRADITION_PENDING,2025,17,1,,NIC-81B2AS2J0,INTELLIGENCE_REPORT,A,2,1
P000854,Bikram Devi,Bikram,Devi,,M,2003-01-03,23,northeast,Madhya Pradesh,Indore,Rau,LOC000078,Thailand,CRIMINAL,FINANCIER,ORG000015,SYN-WLD,88,0.639,ABSCONDING,2019,15,0,,NIC-5GU1DW72D,CRIMINAL_HISTORY_DB,A,2,1
P000855,Alemba Momin,Alemba,Momin,Tinku Alemba,M,1976-12-24,49,northeast,Andhra Pradesh,Kurnool,Nandyal,LOC000091,,CRIMINAL,MULE,ORG000015,SYN-WLD,26,0.086,ABSCONDING,2023,13,0,,NIC-3DU3HF78Z,INTELLIGENCE_REPORT,E,5,1
P000856,Bala Gounder,Bala,Gounder,,M,1972-06-23,54,tamil,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,FINANCIER,ORG000015,SYN-WLD,73,0.766,AT_LARGE,2004,15,0,,NIC-Z9AX3DLP4,IPDR,D,1,1
P000857,Narsimha Vemula,Narsimha,Vemula,Narsimha Kabootar,M,1961-10-12,64,telugu,Tamil Nadu,Chennai,Kodungaiyur,LOC000094,,CRIMINAL,FIELD_OPERATIVE,ORG000015,SYN-WLD,62,0.279,AT_LARGE,2020,9,0,,NIC-4NINZSQCL,TOWER_DUMP,E,2,1
P000858,Randhir Nishad,Randhir,Nishad,,M,1976-03-15,50,hindi_belt,Delhi,New Delhi,Jamia Nagar,LOC000017,,CRIMINAL,FENCE,ORG000015,SYN-WLD,55,0.313,AT_LARGE,1996,13,0,,NIC-KO8VJCIPL,FIR,C,2,1
P000859,Thangaraj Naicker,Thangaraj,Naicker,Thangaraj Munna,M,1973-05-16,53,tamil,Madhya Pradesh,Indore,Rau,LOC000078,,CRIMINAL,KINGPIN,ORG000015,SYN-WLD,97,0.823,ON_BAIL,2009,15,0,,NIC-4VUFVRVIY,FIR,E,2,1
P000860,Chandra Shekar Choudary,Chandra Shekar,Choudary,,M,1985-05-08,41,telugu,Andhra Pradesh,Visakhapatnam,Gajuwaka,LOC000088,Nepal,CRIMINAL,FINANCIER,ORG000015,SYN-WLD,70,0.732,EXTRADITION_PENDING,2002,13,0,,NIC-JI5233NNE,INTELLIGENCE_REPORT,D,3,1
P000861,Balbir Yadav,Balbir,Yadav,Balbir Anna,M,1960-04-18,66,hindi_belt,Manipur,Churachandpur,Tuibong,LOC000117,,CRIMINAL,RECRUITER,ORG000015,SYN-WLD,59,0.47,UNDER_SURVEILLANCE,2000,7,0,,NIC-UK6TISFC4,PASSPORT_IMMIGRATION,C,3,1
P000862,Ngangbam Brahma,Ngangbam,Brahma,Ngangbam Seth,F,1983-09-06,42,northeast,Assam,Dhubri,Golakganj,LOC000114,,CRIMINAL,FIXER,ORG000015,SYN-WLD,68,0.692,UNDER_SURVEILLANCE,2011,13,0,,NIC-1KACPZM6W,SEIZURE_MEMO,D,4,1
P000863,Lalthanga Momin,Lalthanga,Momin,,M,1977-06-20,49,northeast,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,FIELD_OPERATIVE,ORG000015,SYN-WLD,66,0.224,DECLARED_PO,2006,13,0,,NIC-7N58REQ61,FIR,C,3,1
P000864,Rambabu Goud,Rambabu,Goud,Rambabu Seth,M,1987-05-07,39,telugu,Manipur,Churachandpur,Tuibong,LOC000117,,CRIMINAL,FIELD_OPERATIVE,ORG000015,SYN-WLD,43,0.228,AT_LARGE,2013,10,0,,NIC-YGIGK98EG,CRIMINAL_HISTORY_DB,C,3,1
