node_id,node_type,label,attributes
DEV001696,Device,350648451127064,"{""make"": ""Xiaomi""}"
DEV001697,Device,015432424614836,"{""make"": ""Apple""}"
DEV001698,Device,861973132589525,"{""make"": ""Lava""}"
DEV001699,Device,352962470571069,"{""make"": ""Tecno""}"
DEV001700,Device,352616418146714,"{""make"": ""Vivo""}"
DEV001701,Device,861583215496648,"{""make"": ""Realme""}"
DEV001702,Device,017876646517939,"{""make"": ""Realme""}"
DEV001703,Device,861230986989789,"{""make"": ""Vivo""}"
DEV001704,Device,011697550028285,"{""make"": ""Nokia""}"
DEV001705,Device,497244593510396,"{""make"": ""Oppo""}"
DEV001706,Device,017834066290408,"{""make"": ""Lava""}"
DEV001707,Device,353276242517157,"{""make"": ""Xiaomi""}"
DEV001708,Device,355343065020771,"{""make"": ""Xiaomi""}"
DEV001709,Device,490726027902268,"{""make"": ""Lava""}"
DEV001710,Device,356261831631791,"{""make"": ""Samsung""}"
DEV001711,Device,864543498267784,"{""make"": ""OnePlus""}"
DEV001712,Device,351425319514551,"{""make"": ""Apple""}"
DEV001713,Device,357041560493128,"{""make"": ""Xiaomi""}"
DEV001714,Device,350774733559157,"{""make"": ""Nokia""}"
DEV001715,Device,017607236203293,"{""make"": ""Samsung""}"
DEV001716,Device,864350539354264,"{""make"": ""Tecno""}"
DEV001717,Device,490339422886162,"{""make"": ""Xiaomi""}"
DEV001718,Device,358191590335472,"{""make"": ""Realme""}"
DEV001719,Device,355940128596796,"{""make"": ""Xiaomi""}"
DEV001720,Device,359309560702761,"{""make"": ""OnePlus""}"
DEV001721,Device,352955420312655,"{""make"": ""Realme""}"
DEV001722,Device,495421962053769,"{""make"": ""Samsung""}"
DEV001723,Device,499568885863419,"{""make"": ""Realme""}"
DEV001724,Device,014804703294511,"{""make"": ""Oppo""}"
DEV001725,Device,013816371647369,"{""make"": ""Realme""}"
DEV001726,Device,352930634562453,"{""make"": ""Realme""}"
DEV001727,Device,352864437900586,"{""make"": ""Lava""}"
DEV001728,Device,499198753516089,"{""make"": ""Tecno""}"
DEV001729,Device,499591319363969,"{""make"": ""Apple""}"
DEV001730,Device,353560813133975,"{""make"": ""Tecno""}"
DEV001731,Device,353656442278250,"{""make"": ""Lava""}"
DEV001732,Device,011784725269196,"{""make"": ""Oppo""}"
DEV001733,Device,492090582956047,"{""make"": ""Oppo""}"
DEV001734,Device,864035739526186,"{""make"": ""Oppo""}"
DEV001735,Device,013978474431873,"{""make"": ""Apple""}"
DEV001736,Device,018198181652325,"{""make"": ""Lava""}"
DEV001737,Device,011601750699042,"{""make"": ""Realme""}"
DEV001738,Device,495089611635281,"{""make"": ""Vivo""}"
DEV001739,Device,357036702231460,"{""make"": ""Tecno""}"
DEV001740,Device,862262376456599,"{""make"": ""Oppo""}"
DEV001741,Device,352460844222010,"{""make"": ""Apple""}"
DEV001742,Device,353239890285907,"{""make"": ""OnePlus""}"
DEV001743,Device,353886076092092,"{""make"": ""Xiaomi""}"
DEV001744,Device,864674071632564,"{""make"": ""Samsung""}"
DEV001745,Device,010051130734844,"{""make"": ""Tecno""}"
DEV001746,Device,351344882666339,"{""make"": ""Lava""}"
DEV001747,Device,491743557939758,"{""make"": ""Nokia""}"
DEV001748,Device,015260302934255,"{""make"": ""Lava""}"
DEV001749,Device,353303277463626,"{""make"": ""OnePlus""}"
DEV001750,Device,350736656129951,"{""make"": ""Nokia""}"
DEV001751,Device,495821516427928,"{""make"": ""Xiaomi""}"
DEV001752,Device,499019656346746,"{""make"": ""OnePlus""}"
DEV001753,Device,014541586621914,"{""make"": ""OnePlus""}"
DEV001754,Device,354692417669725,"{""make"": ""OnePlus""}"
DEV001755,Device,018036822108071,"{""make"": ""Apple""}"
DEV001756,Device,496946537003318,"{""make"": ""Samsung""}"
DEV001757,Device,357741085719092,"{""make"": ""Vivo""}"
DEV001758,Device,012296229429505,"{""make"": ""Oppo""}"
DEV001759,Device,495631753479862,"{""make"": ""Realme""}"
DEV001760,Device,865958996733751,"{""make"": ""Oppo""}"
DEV001761,Device,492310203659437,"{""make"": ""Vivo""}"
DEV001762,Device,019868906779945,"{""make"": ""OnePlus""}"
DEV001763,Device,351940563032205,"{""make"": ""Oppo""}"
DEV001764,Device,862802423907225,"{""make"": ""Lava""}"
DEV001765,Device,492079376094284,"{""make"": ""Realme""}"
DEV001766,Device,862181009718892,"{""make"": ""Vivo""}"
DEV001767,Device,353116638678814,"{""make"": ""Apple""}"
DEV001768,Device,351843030208425,"{""make"": ""Tecno""}"
DEV001769,Device,353737836935411,"{""make"": ""Oppo""}"
DEV001770,Device,013827443102717,"{""make"": ""OnePlus""}"
DEV001771,Device,359953917786850,"{""make"": ""OnePlus""}"
DEV001772,Device,355084643757349,"{""make"": ""Oppo""}"
DEV001773,Device,019285989552128,"{""make"": ""Nokia""}"
DEV001774,Device,353344238818462,"{""make"": ""Vivo""}"
DEV001775,Device,012740505019784,"{""make"": ""Vivo""}"
DEV001776,Device,490798095479804,"{""make"": ""Nokia""}"
DEV001777,Device,860480030345720,"{""make"": ""Samsung""}"
DEV001778,Device,351742778781649,"{""make"": ""Oppo""}"
DEV001779,Device,865429547932949,"{""make"": ""Vivo""}"
DEV001780,Device,498982774665335,"{""make"": ""Oppo""}"
DEV001781,Device,351289654013767,"{""make"": ""Realme""}"
DEV001782,Device,012245930348456,"{""make"": ""Realme""}"
DEV001783,Device,497700727872987,"{""make"": ""Vivo""}"
DEV001784,Device,357347822682482,"{""make"": ""Oppo""}"
DEV001785,Device,868145968291388,"{""make"": ""Oppo""}"
DEV001786,Device,861518851179449,"{""make"": ""Vivo""}"
DEV001787,Device,015522931719513,"{""make"": ""Vivo""}"
DEV001788,Device,359804778842948,"{""make"": ""Samsung""}"
DEV001789,Device,494307250396071,"{""make"": ""Oppo""}"
DEV001790,Device,355850813557351,"{""make"": ""Realme""}"
DEV001791,Device,011763879634531,"{""make"": ""Vivo""}"
DEV001792,Device,353945863519596,"{""make"": ""Samsung""}"
DEV001793,Device,015429939190144,"{""make"": ""Realme""}"
DEV001794,Device,357047269330289,"{""make"": ""Samsung""}"
DEV001795,Device,862764249721545,"{""make"": ""Vivo""}"
DEV001796,Device,014821466528111,"{""make"": ""Vivo""}"
DEV001797,Device,499249614232708,"{""make"": ""Xiaomi""}"
DEV001798,Device,012261031639860,"{""make"": ""Samsung""}"
DEV001799,Device,354850003635740,"{""make"": ""Realme""}"
DEV001800,Device,019754157825955,"{""make"": ""Xiaomi""}"
DEV001801,Device,355068872436227,"{""make"": ""Samsung""}"
DEV001802,Device,353423258572022,"{""make"": ""Oppo""}"
DEV001803,Device,016136511680186,"{""make"": ""Xiaomi""}"
DEV001804,Device,355757383637763,"{""make"": ""Realme""}"
DEV001805,Device,357580594661772,"{""make"": ""Oppo""}"
DEV001806,Device,866480999619955,"{""make"": ""Xiaomi""}"
DEV001807,Device,359072656403880,"{""make"": ""Realme""}"
DEV001808,Device,010372116475198,"{""make"": ""Xiaomi""}"
DEV001809,Device,355718567808860,"{""make"": ""Oppo""}"
DEV001810,Device,860917527568988,"{""make"": ""Xiaomi""}"
DEV001811,Device,867151514242677,"{""make"": ""Oppo""}"
AC000001,BankAccount,950868744123,"{""bank"": ""IDFC First Bank"", ""mule"": 1, ""status"": ""DORMANT""}"
AC000002,BankAccount,60062551517975,"{""bank"": ""Bandhan Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000003,BankAccount,58019762134616,"{""bank"": ""Axis Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000004,BankAccount,9902131166946021,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000005,BankAccount,620749884959,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000006,BankAccount,2762236831275341,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000007,BankAccount,77106294502,"{""bank"": ""Punjab National Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000008,BankAccount,32318667906,"{""bank"": ""Paytm Payments Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000009,BankAccount,1395945921185723,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000010,BankAccount,5499779178220081,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000011,BankAccount,695255876735,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000012,BankAccount,71299699154,"{""bank"": ""Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000013,BankAccount,746021368841,"{""bank"": ""HDFC Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000014,BankAccount,58010886797,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000015,BankAccount,93442462712,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000016,BankAccount,56838702785,"{""bank"": ""Karur Vysya Bank"", ""mule"": 1, ""status"": ""CLOSED""}"
AC000017,BankAccount,063908583068,"{""bank"": ""IndusInd Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000018,BankAccount,647224558170,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000019,BankAccount,900045398048,"{""bank"": ""Paytm Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000020,BankAccount,6746958819468774,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000021,BankAccount,506210840157,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000022,BankAccount,686650836816,"{""bank"": ""AU Small Finance Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000023,BankAccount,71719945740,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000024,BankAccount,3526359517635241,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000025,BankAccount,316495060541,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000026,BankAccount,1627141342773235,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000027,BankAccount,9374158719942505,"{""bank"": ""Airtel Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000028,BankAccount,39137085878379,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000029,BankAccount,51931784498,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""CLOSED""}"
AC000030,BankAccount,072162474246,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000031,BankAccount,560489924662,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000032,BankAccount,34251918716289,"{""bank"": ""AU Small Finance Bank"", ""mule"": 1, ""status"": ""DORMANT""}"
AC000033,BankAccount,26425993176970,"{""bank"": ""Airtel Payments Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000034,BankAccount,63695072592,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000035,BankAccount,4786910407629696,"{""bank"": ""Karur Vysya Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000036,BankAccount,0276934779660548,"{""bank"": ""HDFC Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000037,BankAccount,86175418277114,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000038,BankAccount,9880122562083610,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000039,BankAccount,553205285155,"{""bank"": ""Axis Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000040,BankAccount,05139184180514,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000041,BankAccount,327692689947,"{""bank"": ""IDFC First Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000042,BankAccount,6881279042528465,"{""bank"": ""Federal Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000043,BankAccount,0415578137314217,"{""bank"": ""Yes Bank"", ""mule"": 1, ""status"": ""CLOSED""}"
AC000044,BankAccount,059766208407,"{""bank"": ""Canara Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000045,BankAccount,8565255424586672,"{""bank"": ""Bandhan Bank"", ""mule"": 1, ""status"": ""CLOSED""}"
AC000046,BankAccount,30017846274205,"{""bank"": ""AU Small Finance Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000047,BankAccount,97024891055799,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""CLOSED""}"
AC000048,BankAccount,434407080631,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000049,BankAccount,73128211126,"{""bank"": ""Paytm Payments Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000050,BankAccount,7070507095062632,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000051,BankAccount,0789379877523999,"{""bank"": ""Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000052,BankAccount,57368507051,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000053,BankAccount,91445661966760,"{""bank"": ""Karur Vysya Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000054,BankAccount,76475665732977,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000055,BankAccount,62147061653730,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000056,BankAccount,096150710661,"{""bank"": ""Paytm Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000057,BankAccount,2942067080585824,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000058,BankAccount,55822623167,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000059,BankAccount,785710363056,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000060,BankAccount,88860811071,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""CLOSED""}"
AC000061,BankAccount,16527261891095,"{""bank"": ""Yes Bank"", ""mule"": 1, ""status"": ""FROZEN""}"
AC000062,BankAccount,380137020981,"{""bank"": ""Bank of Baroda"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000063,BankAccount,2045098063533350,"{""bank"": ""Bandhan Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000064,BankAccount,1036534764144271,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000065,BankAccount,3083038840167769,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000066,BankAccount,4454069143876738,"{""bank"": ""Karur Vysya Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000067,BankAccount,38301485781656,"{""bank"": ""Union Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000068,BankAccount,882617346087,"{""bank"": ""ICICI Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000069,BankAccount,793985930822,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000070,BankAccount,744892396042,"{""bank"": ""Kotak Mahindra Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000071,BankAccount,98816103763294,"{""bank"": ""ICICI Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000072,BankAccount,51086199707839,"{""bank"": ""Airtel Payments Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000073,BankAccount,224967371967,"{""bank"": ""Airtel Payments Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000074,BankAccount,43882697694136,"{""bank"": ""State Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000075,BankAccount,08587770750,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""CLOSED""}"
AC000076,BankAccount,63177186266786,"{""bank"": ""Karur Vysya Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000077,BankAccount,2498640946654977,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000078,BankAccount,57584276861,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000079,BankAccount,85058240554,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000080,BankAccount,271887587509,"{""bank"": ""Paytm Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000081,BankAccount,5547539641638251,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000082,BankAccount,14095071519,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000083,BankAccount,59533841629,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000084,BankAccount,76546141191,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000085,BankAccount,584480127712,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000086,BankAccount,72834638916190,"{""bank"": ""Union Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000087,BankAccount,94167952027,"{""bank"": ""Bank of Baroda"", ""mule"": 1, ""status"": ""DORMANT""}"
AC000088,BankAccount,845848749400,"{""bank"": ""Bank of Baroda"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000089,BankAccount,30002554645,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000090,BankAccount,41450563370,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000091,BankAccount,12345923258024,"{""bank"": ""HDFC Bank"", ""mule"": 1, ""status"": ""FROZEN""}"
AC000092,BankAccount,05665589906586,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000093,BankAccount,459897773824,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000094,BankAccount,38522359062,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000095,BankAccount,456708939350,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000096,BankAccount,387895919053,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000097,BankAccount,230070861869,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000098,BankAccount,44910072314,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000099,BankAccount,07043105503,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000100,BankAccount,41483515609,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000101,BankAccount,51116271435,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000102,BankAccount,0863339950666760,"{""bank"": ""Bank of India"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000103,BankAccount,9250980556441994,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000104,BankAccount,674867567535,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000105,BankAccount,1512167608960106,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000106,BankAccount,938540445039,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000107,BankAccount,436485178275,"{""bank"": ""Bank of Baroda"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000108,BankAccount,4000925683596278,"{""bank"": ""Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000109,BankAccount,37402826565,"{""bank"": ""Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000110,BankAccount,98939759553642,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000111,BankAccount,901876927043,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000112,BankAccount,17190706776931,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000113,BankAccount,68013143360574,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000114,BankAccount,69324057411,"{""bank"": ""Indian Overseas Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000115,BankAccount,7709521858680439,"{""bank"": ""AU Small Finance Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000116,BankAccount,29870109321,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000117,BankAccount,53890595094,"{""bank"": ""State Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000118,BankAccount,2741059157981555,"{""bank"": ""Axis Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000119,BankAccount,66974469707,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000120,BankAccount,77496784527331,"{""bank"": ""Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000121,BankAccount,58844523649,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000122,BankAccount,56048511990656,"{""bank"": ""Union Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000123,BankAccount,94267327222155,"{""bank"": ""Yes Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000124,BankAccount,35135634317191,"{""bank"": ""Union Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000125,BankAccount,9729672041862931,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000126,BankAccount,92553175504,"{""bank"": ""Kotak Mahindra Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000127,BankAccount,855417939431,"{""bank"": ""Airtel Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000128,BankAccount,56844263333884,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000129,BankAccount,2402384920317591,"{""bank"": ""Axis Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000130,BankAccount,953910673338,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000131,BankAccount,29729575512,"{""bank"": ""Union Bank of India"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000132,BankAccount,6063828504162750,"{""bank"": ""Indian Overseas Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000133,BankAccount,46276351487497,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000134,BankAccount,445942104208,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000135,BankAccount,05415190937577,"{""bank"": ""Indian Overseas Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000136,BankAccount,42599002842,"{""bank"": ""AU Small Finance Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000137,BankAccount,918489945494,"{""bank"": ""AU Small Finance Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000138,BankAccount,21756394904651,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000139,BankAccount,78342064339,"{""bank"": ""Airtel Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000140,BankAccount,40932424300,"{""bank"": ""Airtel Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000141,BankAccount,466762267617,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000142,BankAccount,5705320936130144,"{""bank"": ""Bandhan Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000143,BankAccount,5806932894011713,"{""bank"": ""Bank of Baroda"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000144,BankAccount,69349106769,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000145,BankAccount,251964295861,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000146,BankAccount,50242182548057,"{""bank"": ""Kotak Mahindra Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000147,BankAccount,317548771320,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000148,BankAccount,4482287807390049,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000149,BankAccount,064614383816,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000150,BankAccount,75289724597989,"{""bank"": ""IndusInd Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000151,BankAccount,68594416493311,"{""bank"": ""Paytm Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000152,BankAccount,0363235185229165,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000153,BankAccount,44300745777414,"{""bank"": ""Paytm Payments Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000154,BankAccount,22624915289328,"{""bank"": ""Central Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000155,BankAccount,3982125588774050,"{""bank"": ""Indian Overseas Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000156,BankAccount,03265030524,"{""bank"": ""AU Small Finance Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000157,BankAccount,95760396108492,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000158,BankAccount,8498749320392268,"{""bank"": ""Airtel Payments Bank"", ""mule"": 0, ""status"": ""CLOSED""}"
AC000159,BankAccount,383387688386,"{""bank"": ""Union Bank of India"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000160,BankAccount,5223507993787352,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000161,BankAccount,76976938051,"{""bank"": ""ICICI Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000162,BankAccount,604858965498,"{""bank"": ""Canara Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000163,BankAccount,92705487487,"{""bank"": ""Federal Bank"", ""mule"": 0, ""status"": ""FROZEN""}"
AC000164,BankAccount,91488151446619,"{""bank"": ""Punjab National Bank"", ""mule"": 0, ""status"": ""DORMANT""}"
AC000165,BankAccount,6688545536377665,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000166,BankAccount,14955838736807,"{""bank"": ""IDFC First Bank"", ""mule"": 0, ""status"": ""ACTIVE""}"
AC000167,BankAccount,4051431641199136,"{""bank"": ""State Bank of India"", ""mule"": 1, ""status"": ""DORMANT""}"
AC000168,BankAccount,238435799389,"{""bank"": ""Punjab National Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
AC000169,BankAccount,7565512889563836,"{""bank"": ""Kotak Mahindra Bank"", ""mule"": 1, ""status"": ""ACTIVE""}"
