person_id,name,syndicate_id,syndicate_code,role
P000777,Hariom Chauhan,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000778,Shakeel Malik,ORG000013,SYN-KDN,FINANCIER
P000779,Shakeel Ansari,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000780,Pradeep Prajapati,ORG000013,SYN-KDN,SHOOTER
P000781,Prakash Maurya,ORG000013,SYN-KDN,SHOOTER
P000782,Sarfaraz Siddiqui,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000783,Firoz Siddiqui,ORG000013,SYN-KDN,FINANCIER
P000784,Ashfaq Sheikh,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000785,Girdhari Saini,ORG000013,SYN-KDN,LOGISTICS
P000786,Shailendra Sharma,ORG000013,SYN-KDN,SHOOTER
P000787,Shabana Mirza,ORG000013,SYN-KDN,COURIER
P000788,Rafiq Malik,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000789,Wasim Qureshi,ORG000013,SYN-KDN,FINANCIER
P000790,Deepak Bhardwaj,ORG000013,SYN-KDN,FIXER
P000791,Sarfaraz Saifi,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000792,Nazia Khan,ORG000013,SYN-KDN,LIEUTENANT
P000793,Jitendra Baghel,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000794,Wasim Hussain,ORG000013,SYN-KDN,LIEUTENANT
P000795,Zubair Chaudhary,ORG000013,SYN-KDN,INFORMANT
P000796,Abdul Malik,ORG000013,SYN-KDN,TECH_HANDLER
P000797,Imran Ahmed,ORG000013,SYN-KDN,KINGPIN
P000798,Firoz Mansuri,ORG000013,SYN-KDN,MULE
P000799,Shakeel Pathan,ORG000013,SYN-KDN,TECH_HANDLER
P000800,Haroon Mansuri,ORG000013,SYN-KDN,COURIER
P000801,Nathu Ranawat,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000802,Kishan Jat,ORG000014,SYN-SHK,LOGISTICS
P000803,Malkiat Virk,ORG000014,SYN-SHK,CORRUPT_OFFICIAL
P000804,Yogendra Srivastava,ORG000014,SYN-SHK,COURIER
P000805,Ranveer Beniwal,ORG000014,SYN-SHK,COURIER
P000806,Hanuman Shekhawat,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000807,Bikramjit Brar,ORG000014,SYN-SHK,TECH_HANDLER
P000808,Sunil Sengar,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000809,Sandeep Maurya,ORG000014,SYN-SHK,SHOOTER
P000810,Kishan Choudhary,ORG000014,SYN-SHK,RECRUITER
P000811,Sohan Purohit,ORG000014,SYN-SHK,LOGISTICS
P000812,Udaiveer Baghel,ORG000014,SYN-SHK,RECRUITER
P000813,Mukesh Baghel,ORG000014,SYN-SHK,HAWALA_OPERATOR
P000814,Balbir Thakur,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000815,Kuldeep Srivastava,ORG000014,SYN-SHK,SHOOTER
P000816,Tarsem Virk,ORG000014,SYN-SHK,MULE
P000817,Rachhpal Sandhu,ORG000014,SYN-SHK,LOGISTICS
P000818,Gopal Saini,ORG000014,SYN-SHK,SHOOTER
P000819,Bhanwar Meena,ORG000014,SYN-SHK,SHOOTER
P000820,Kulwant Toor,ORG000014,SYN-SHK,HAWALA_OPERATOR
P000821,Girdhari Rathore,ORG000014,SYN-SHK,SHOOTER
P000822,Harjinder Sarao,ORG000014,SYN-SHK,SHOOTER
P000823,Harpreet Brar,ORG000014,SYN-SHK,FENCE
P000824,Gopal Beniwal,ORG000014,SYN-SHK,COURIER
P000825,Jitendra Rajput,ORG000014,SYN-SHK,COURIER
P000826,Jarnail Singh,ORG000014,SYN-SHK,SHOOTER
P000827,Prakash Shukla,ORG000014,SYN-SHK,SHOOTER
P000828,Harjinder Kang,ORG000014,SYN-SHK,SHOOTER
P000829,Devendra Srivastava,ORG000014,SYN-SHK,FINANCIER
P000830,Harpreet Sandhu,ORG000014,SYN-SHK,KINGPIN
P000831,Bheru Ranawat,ORG000014,SYN-SHK,FENCE
P000832,Kuldeep Virk,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000833,Sukhdev Singh,ORG000014,SYN-SHK,LIEUTENANT
P000834,Jasbir Brar,ORG000014,SYN-SHK,TECH_HANDLER
P000835,Bikramjit Sekhon,ORG000014,SYN-SHK,SHOOTER
P000836,Lakhwinder Bains,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000837,Ratan Kumawat,ORG000014,SYN-SHK,SHOOTER
P000838,Chandrabhan Bhadauria,ORG000014,SYN-SHK,LOGISTICS
P000839,Ratan Jat,ORG000014,SYN-SHK,FIELD_OPERATIVE
P000840,Sukhwinder Kang,ORG000014,SYN-SHK,FINANCIER
P000841,Paramjit Virk,ORG000014,SYN-SHK,COURIER
P000842,Madan Bishnoi,ORG000014,SYN-SHK,RECRUITER
P000843,Ranveer Kumawat,ORG000014,SYN-SHK,LIEUTENANT
P000844,Gurpreet Toor,ORG000014,SYN-SHK,FIXER
P000845,Yogendra Saini,ORG000014,SYN-SHK,FENCE
P000846,Mahesh Shukla,ORG000015,SYN-WLD,MULE
P000847,Yumnam Marak,ORG000015,SYN-WLD,INFORMANT
P000848,Nagaraju Gupta,ORG000015,SYN-WLD,LIEUTENANT
P000849,Bikram Sangma,ORG000015,SYN-WLD,COURIER
P000850,Nagaraju Nallamothu,ORG000015,SYN-WLD,FENCE
P000851,Ilango Subramanian,ORG000015,SYN-WLD,FENCE
P000852,Mallesh Kumar,ORG000015,SYN-WLD,COURIER
P000853,Rajesh Jaiswal,ORG000015,SYN-WLD,LOGISTICS
P000854,Bikram Devi,ORG000015,SYN-WLD,FINANCIER
P000855,Alemba Momin,ORG000015,SYN-WLD,MULE
P000856,Bala Gounder,ORG000015,SYN-WLD,FINANCIER
P000857,Narsimha Vemula,ORG000015,SYN-WLD,FIELD_OPERATIVE
P000858,Randhir Nishad,ORG000015,SYN-WLD,FENCE
P000859,Thangaraj Naicker,ORG000015,SYN-WLD,KINGPIN
P000860,Chandra Shekar Choudary,ORG000015,SYN-WLD,FINANCIER
P000861,Balbir Yadav,ORG000015,SYN-WLD,RECRUITER
P000862,Ngangbam Brahma,ORG000015,SYN-WLD,FIXER
P000863,Lalthanga Momin,ORG000015,SYN-WLD,FIELD_OPERATIVE
P000864,Rambabu Goud,ORG000015,SYN-WLD,FIELD_OPERATIVE
P000865,Padma Yadav,ORG000015,SYN-WLD,FINANCIER
P000866,Chinnadurai Annadurai,ORG000015,SYN-WLD,FINANCIER
P000867,Lekhraj Bhardwaj,ORG000015,SYN-WLD,MULE
P000868,Satish Maurya,ORG000015,SYN-WLD,HAWALA_OPERATOR
P000869,Selvam Subramanian,ORG000015,SYN-WLD,MULE
P000870,Mariappan Pandian,ORG000015,SYN-WLD,COURIER
P000871,Temjen Momin,ORG000015,SYN-WLD,MULE
P000872,Bikram Jamir,ORG000015,SYN-WLD,FIXER
P000873,Bikram Basumatary,ORG000015,SYN-WLD,LIEUTENANT
P000874,Ramulu Nallamothu,ORG000015,SYN-WLD,FIXER
P000875,Yumnam Rabha,ORG000015,SYN-WLD,FENCE
P000876,Krishnaiah Goud,ORG000015,SYN-WLD,RECRUITER
P000877,Palanisamy Annadurai,ORG000015,SYN-WLD,FIELD_OPERATIVE
P000878,Srinivas Bandari,ORG000015,SYN-WLD,FIELD_OPERATIVE
P000879,Velu Annadurai,ORG000015,SYN-WLD,SHOOTER
P000880,Murugan Annadurai,ORG000015,SYN-WLD,LOGISTICS
P000881,Rajitha Naidu,,UNAFFILIATED,FENCE
P000882,Lekhraj Baghel,,UNAFFILIATED,FIELD_OPERATIVE
P000883,Ravi Poojary,,UNAFFILIATED,SHOOTER
P000884,Wasim Mansuri,,UNAFFILIATED,FENCE
P000885,Nepal Halder,,UNAFFILIATED,FENCE
P000886,Rachhpal Grewal,,UNAFFILIATED,FIELD_OPERATIVE
P000887,Anoop Kartha,,UNAFFILIATED,FIXER
P000888,Balwinder Dhaliwal,,UNAFFILIATED,FIELD_OPERATIVE
P000889,Shubhangi Naik,,UNAFFILIATED,SHOOTER
P000890,Vishal Bhosale,,UNAFFILIATED,FIELD_OPERATIVE
P000891,Hariom Nishad,,UNAFFILIATED,MULE
P000892,Rakesh Solanki,,UNAFFILIATED,COURIER
P000893,Imran Qureshi,,UNAFFILIATED,COURIER
P000894,Aslam Baig,,UNAFFILIATED,FIELD_OPERATIVE
P000895,Palash Ghosh,,UNAFFILIATED,FENCE
P000896,Aslam Khan,,UNAFFILIATED,MULE
P000897,Pramod Baghel,,UNAFFILIATED,COURIER
P000898,Ashok Kashyap,,UNAFFILIATED,FIELD_OPERATIVE
P000899,Pradeep Pandey,,UNAFFILIATED,FIELD_OPERATIVE
P000900,Sagar Bhosale,,UNAFFILIATED,COURIER
P000901,Yogesh Rane,,UNAFFILIATED,SHOOTER
P000902,Manjunath Desai,,UNAFFILIATED,MULE
P000903,Lekhraj Srivastava,,UNAFFILIATED,FIELD_OPERATIVE
P000904,Bhagaban Patra,,UNAFFILIATED,FIELD_OPERATIVE
P000905,Amarjit Kang,,UNAFFILIATED,FENCE
P000906,Palanisamy Gounder,,UNAFFILIATED,MULE
P000907,Ashim Gayen,,UNAFFILIATED,COURIER
P000908,Harpreet Sidhu,,UNAFFILIATED,MULE
P000909,Balwinder Sidhu,,UNAFFILIATED,FIELD_OPERATIVE
P000910,Ranjan Sardar,,UNAFFILIATED,FIELD_OPERATIVE
P000911,Pradeep Maurya,,UNAFFILIATED,FIXER
P000912,Ajay Jaiswal,,UNAFFILIATED,FIELD_OPERATIVE
P000913,Sandip Bhoir,,UNAFFILIATED,MULE
P000914,Shivanna Angadi,,UNAFFILIATED,FIELD_OPERATIVE
P000915,Ibrahim Qureshi,,UNAFFILIATED,COURIER
P000916,Anil Gupta,,UNAFFILIATED,FIELD_OPERATIVE
P000917,Gurpreet Mann,,UNAFFILIATED,FIXER
P000918,Deepak Awasthi,,UNAFFILIATED,FIXER
P000919,Sreenivasan Achari,,UNAFFILIATED,FIELD_OPERATIVE
P000920,Aruna Yadav,,UNAFFILIATED,MULE
P000921,Reshma Rahman,,UNAFFILIATED,FENCE
P000922,Jignesh Parmar,,UNAFFILIATED,FIELD_OPERATIVE
P000923,Sarfaraz Farooqui,,UNAFFILIATED,FIELD_OPERATIVE
P000924,Aarti Waghmare,,UNAFFILIATED,FIELD_OPERATIVE
P000925,Sachin Naik,,UNAFFILIATED,FIELD_OPERATIVE
P000926,Mariappan Annadurai,,UNAFFILIATED,FIELD_OPERATIVE
P000927,Mangesh Salunkhe,,UNAFFILIATED,SHOOTER
P000928,Vijay Sengar,,UNAFFILIATED,FIELD_OPERATIVE
P000929,Nitin Patil,,UNAFFILIATED,FIELD_OPERATIVE
P000930,Yallappa Acharya,,UNAFFILIATED,FENCE
P000931,Jagdish Sengar,,UNAFFILIATED,FIELD_OPERATIVE
P000932,Chandrabhan Baghel,,UNAFFILIATED,FIELD_OPERATIVE
P000933,Sajid Zaidi,,UNAFFILIATED,FENCE
P000934,Bikash Mistry,,UNAFFILIATED,FIELD_OPERATIVE
P000935,Bhanwar Charan,,UNAFFILIATED,FIELD_OPERATIVE
P000936,Rajesh Awasthi,,UNAFFILIATED,MULE
P000937,Vipul Rabari,,UNAFFILIATED,FIXER
P000938,Shanti Tomar,,UNAFFILIATED,FIELD_OPERATIVE
P000939,Chandru Shetty,,UNAFFILIATED,FIELD_OPERATIVE
P000940,Mitesh Solanki,,UNAFFILIATED,FIELD_OPERATIVE
P000941,Bhagaban Mallick,,UNAFFILIATED,MULE
P000942,Rambabu Yadav,,UNAFFILIATED,COURIER
P000943,Ashfaq Farooqui,,UNAFFILIATED,FIELD_OPERATIVE
P000944,Siddaraju Patil,,UNAFFILIATED,FIELD_OPERATIVE
P000945,Bhaskar Dalvi,,UNAFFILIATED,FIELD_OPERATIVE
P000946,Rajni Awasthi,,UNAFFILIATED,COURIER
P000947,Ratheesh Kurup,,UNAFFILIATED,FIXER
P000948,Xavier Almeida,,UNAFFILIATED,FENCE
P000949,Sudha Singh,,UNAFFILIATED,SHOOTER
P000950,Nirmal Sardar,,UNAFFILIATED,FIELD_OPERATIVE
P000951,Nathu Ranawat,,UNAFFILIATED,FIELD_OPERATIVE
P000952,Paresh Shah,,UNAFFILIATED,FENCE
P000953,Bibhuti Behera,,UNAFFILIATED,FIXER
P000954,Rekha Sengar,,UNAFFILIATED,COURIER
P000955,Balaraju Nallamothu,,UNAFFILIATED,FENCE
P000956,Bhaskar Kadam,,UNAFFILIATED,FIXER
P000957,Harjinder Sekhon,,UNAFFILIATED,FIELD_OPERATIVE
P000958,Bhupendra Srivastava,,UNAFFILIATED,COURIER
P000959,Mitesh Rabari,,UNAFFILIATED,MULE
P000960,Sushila Jat,,UNAFFILIATED,MULE
P000961,Rambabu Tomar,,UNAFFILIATED,FIELD_OPERATIVE
P000962,Divyesh Bhatt,,UNAFFILIATED,COURIER
P000963,Sandip Bhoir,,UNAFFILIATED,FIXER
P000964,Kiran Waghmare,,UNAFFILIATED,FENCE
P000965,Nabam Konyak,,UNAFFILIATED,FIELD_OPERATIVE
P000966,Sarita Tiwari,,UNAFFILIATED,MULE
P000967,Jagmal Saini,,UNAFFILIATED,MULE
P000968,Ganesh Pawar,,UNAFFILIATED,FIELD_OPERATIVE
P000969,Aslam Ansari,,UNAFFILIATED,MULE
P000970,Ashfaq Saifi,,UNAFFILIATED,FIELD_OPERATIVE
P000971,Bimal Adhikari,,UNAFFILIATED,FIXER
P000972,Prakash Rai,,UNAFFILIATED,FIELD_OPERATIVE
P000973,Shabana Pathan,,UNAFFILIATED,FIXER
P000974,Netrapal Tiwari,,UNAFFILIATED,MULE
P000975,Rajwinder Sidhu,,UNAFFILIATED,FIXER
P000976,Snehal Bhosale,,UNAFFILIATED,COURIER
P000977,Rahul More,,UNAFFILIATED,FIELD_OPERATIVE
P000978,Kuldeep Thakur,,UNAFFILIATED,COURIER
P000979,Zubair Khan,,UNAFFILIATED,COURIER
P000980,Manikandan Subramanian,,UNAFFILIATED,COURIER
P000981,Ibrahim Shaikh,,UNAFFILIATED,FIELD_OPERATIVE
P000982,Nirmal Sarkar,,UNAFFILIATED,FIELD_OPERATIVE
P000983,Rodney Fernandes,,UNAFFILIATED,FENCE
P000984,Manju Awasthi,,UNAFFILIATED,FIXER
P000985,Arindam Chakraborty,,UNAFFILIATED,COURIER
P000986,Venkatesh Setty,,UNAFFILIATED,MULE
P000987,Karni Gurjar,,UNAFFILIATED,FIELD_OPERATIVE
P000988,Bikramjit Sandhu,,UNAFFILIATED,FIELD_OPERATIVE
P000989,Basanta Patra,,UNAFFILIATED,FIXER
P000990,Ravi Naik,,UNAFFILIATED,FIXER
P000991,Nathu Beniwal,,UNAFFILIATED,FENCE
P000992,Murugan Annadurai,,UNAFFILIATED,FIELD_OPERATIVE
P000993,Gurpreet Dhillon,,UNAFFILIATED,FENCE
P000994,Jasbir Virk,,UNAFFILIATED,FENCE
P000995,Dinesh Yadav,,UNAFFILIATED,FIXER
P000996,Udaiveer Thakur,,UNAFFILIATED,FIELD_OPERATIVE
P000997,Pradip Majumdar,,UNAFFILIATED,FIELD_OPERATIVE
P000998,Kalpesh Prajapati,,UNAFFILIATED,FIELD_OPERATIVE
P000999,Satish Rathore,,UNAFFILIATED,COURIER
P001000,Bhagya Angadi,,UNAFFILIATED,FENCE
P001501,P. Majumdar,,UNAFFILIATED,FIELD_OPERATIVE
P001502,M. Sisodia,ORG000002,SYN-HER,CORRUPT_OFFICIAL
P001503,Netrapal,ORG000005,SYN-MIN,MULE
P001504,Shukla Balbir,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001505,R. Awasthi,,UNAFFILIATED,MULE
P001506,N. Khan,ORG000002,SYN-HER,FIELD_OPERATIVE
P001507,Balbir,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001508,Pandurang Deshmuk,ORG000001,SYN-EXT,FIELD_OPERATIVE
P001509,Khan Altaf,ORG000012,SYN-BET,LIEUTENANT
P001510,Solanki Mitesh,,UNAFFILIATED,FIELD_OPERATIVE
P001511,Nepal,ORG000009,SYN-FIC,LIEUTENANT
P001512,Goud Rambabu,ORG000015,SYN-WLD,FIELD_OPERATIVE
P001513,Yadav Rambabu,,UNAFFILIATED,COURIER
P001514,Pathan Shakeel,ORG000013,SYN-KDN,TECH_HANDLER
P001515,M. Annadurai,ORG000005,SYN-MIN,FIELD_OPERATIVE
P001516,Subramanian Rajendran,ORG000005,SYN-MIN,TECH_HANDLER
P001517,Rafiq Shaikh,ORG000007,SYN-ARM,LOGISTICS
P001518,Amutha,ORG000010,SYN-GAN,RECRUITER
P001519,Menon Manoj,ORG000004,SYN-HAW,FIELD_OPERATIVE
P001520,Sasmita,ORG000010,SYN-GAN,MULE
P001521,Har Prasad,ORG000007,SYN-ARM,FIELD_OPERATIVE
P001522,P. Rai,,UNAFFILIATED,FIELD_OPERATIVE
P001523,Bhagaban,ORG000010,SYN-GAN,FIELD_OPERATIVE
P001524,Saini Netrapal,ORG000012,SYN-BET,RECRUITER
P001525,D. Vaghela,ORG000012,SYN-BET,MULE
P001526,A. Saifi,,UNAFFILIATED,FIELD_OPERATIVE
P001527,Sahoo Sabita,ORG000010,SYN-GAN,RECRUITER
P001528,N. Parmar,ORG000004,SYN-HAW,MULE
P001529,Ansari Aslam,,UNAFFILIATED,MULE
P001530,Jitendra,ORG000014,SYN-SHK,COURIER
P001531,Sengar Rekha,,UNAFFILIATED,COURIER
P001532,Tanveer,ORG000007,SYN-ARM,MULE
P001533,S. Mudaliar,ORG000005,SYN-MIN,MULE
P001534,Kurup Anoop,ORG000004,SYN-HAW,HAWALA_OPERATOR
P001535,Sarfaraz Kureshi,ORG000001,SYN-EXT,FIXER
P001536,Gill Nirmal,ORG000008,SYN-VEH,LIEUTENANT
P001537,Shabana,ORG000009,SYN-FIC,FIELD_OPERATIVE
P001538,Dinesh,ORG000011,SYN-PON,MULE
P001539,H. Idrisi,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001540,Om Prakash Rathod,ORG000008,SYN-VEH,MULE
P001541,Tandel Swapnil,ORG000001,SYN-EXT,FIELD_OPERATIVE
P001542,Idrisi Shakeel,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001543,Ganesh,,UNAFFILIATED,FIELD_OPERATIVE
P001544,R. Jadhav,ORG000001,SYN-EXT,SHOOTER
P001545,N. Bhoir,ORG000012,SYN-BET,MULE
P001546,J. Parmar,,UNAFFILIATED,FIELD_OPERATIVE
P001547,Sandeep,ORG000008,SYN-VEH,FENCE
P001548,Udaiveer,ORG000009,SYN-FIC,FIXER
P001549,Zaidi Shakeel,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001550,R. Naskar,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001551,D. Makwana,ORG000012,SYN-BET,FIELD_OPERATIVE
P001552,Shah Mitesh,ORG000012,SYN-BET,FIELD_OPERATIVE
P001553,Vipul Chouhan,ORG000004,SYN-HAW,TECH_HANDLER
P001554,Raja Palanisamy,ORG000005,SYN-MIN,MULE
P001555,Bhagaban,,UNAFFILIATED,FIELD_OPERATIVE
P001556,Y. Pandey,ORG000007,SYN-ARM,INFORMANT
P001557,Ketan,ORG000004,SYN-HAW,LOGISTICS
P001558,J. Solanki,ORG000007,SYN-ARM,SHOOTER
P001559,D. Gupta,ORG000005,SYN-MIN,LIEUTENANT
P001560,S. Mudaliar,ORG000005,SYN-MIN,INFORMANT
P001561,Sandhu Rachhpal,ORG000014,SYN-SHK,LOGISTICS
P001562,Shukla Girdhari,ORG000006,SYN-TRF,RECRUITER
P001563,S. Purohit,ORG000014,SYN-SHK,LOGISTICS
P001564,S. Prasad,ORG000010,SYN-GAN,LIEUTENANT
P001565,J. Dave,ORG000004,SYN-HAW,MULE
P001566,G. Pal,ORG000006,SYN-TRF,CORRUPT_OFFICIAL
P001567,A. Dhillon,ORG000002,SYN-HER,MULE
P001568,T. Rabari,ORG000001,SYN-EXT,LOGISTICS
P001569,Manikandan,ORG000010,SYN-GAN,MULE
P001570,V. Kadam,ORG000012,SYN-BET,FIELD_OPERATIVE
P001571,Baghel Jitendra,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001572,Afsana,ORG000003,SYN-CYB,TECH_HANDLER
P001573,Kushwaha Shanti,ORG000009,SYN-FIC,LIEUTENANT
P001574,Alpesh,ORG000001,SYN-EXT,FIELD_OPERATIVE
P001575,Manoj,ORG000007,SYN-ARM,LIEUTENANT
P001576,P. Singh,ORG000007,SYN-ARM,LOGISTICS
P001577,Yumnam,ORG000015,SYN-WLD,FENCE
P001578,H. Sekhon,ORG000002,SYN-HER,LOGISTICS
P001579,Prakash,ORG000004,SYN-HAW,FIELD_OPERATIVE
P001580,Devendra,ORG000014,SYN-SHK,FINANCIER
P001581,Chandra Shekar,ORG000010,SYN-GAN,MULE
P001582,Yadav Balbir,ORG000005,SYN-MIN,FIELD_OPERATIVE
P001583,Nathu Chaudhary,ORG000002,SYN-HER,HAWALA_OPERATOR
P001584,Vaghela Paresh,ORG000004,SYN-HAW,MULE
P001585,Shukla Naresh,ORG000011,SYN-PON,MULE
P001586,A. Tiwari,ORG000003,SYN-CYB,MULE
P001587,Prajapati Rajesh,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001588,D. Baghel,ORG000003,SYN-CYB,RECRUITER
P001589,M. Annadurai,ORG000010,SYN-GAN,MULE
P001590,Yadav Manju,ORG000008,SYN-VEH,FIELD_OPERATIVE
P001591,Rajendran,ORG000005,SYN-MIN,MULE
P001592,Ahmed Aslam,ORG000007,SYN-ARM,MULE
P001593,Shahnawaz,ORG000006,SYN-TRF,MULE
P001594,Swapnil,ORG000001,SYN-EXT,LIEUTENANT
P001595,R. Trivedi,ORG000001,SYN-EXT,FIELD_OPERATIVE
P001596,Vipin,ORG000004,SYN-HAW,FIELD_OPERATIVE
P001597,F. Rahman,ORG000006,SYN-TRF,COURIER
P001598,K. Prajapati,,UNAFFILIATED,FIELD_OPERATIVE
P001599,Ibrahim Kureshi,,UNAFFILIATED,COURIER
P001600,B. Baghel,ORG000011,SYN-PON,FIELD_OPERATIVE
P001601,S. Rahman,ORG000008,SYN-VEH,SHOOTER
P001602,Ibrahim,ORG000006,SYN-TRF,LIEUTENANT
P001603,Mohd. Baig,ORG000006,SYN-TRF,RECRUITER
P001604,Ashfaq Shaikh,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001605,Munna,ORG000004,SYN-HAW,COURIER
P001606,Rajput Om Prakash,ORG000004,SYN-HAW,FIELD_OPERATIVE
P001607,M. Khan,ORG000002,SYN-HER,FIELD_OPERATIVE
P001608,Mansuri Iqbal,ORG000001,SYN-EXT,COURIER
P001609,P. Rai,ORG000005,SYN-MIN,LOGISTICS
P001610,Kulwant,ORG000014,SYN-SHK,HAWALA_OPERATOR
P001611,Sikha Halder,ORG000004,SYN-HAW,RECRUITER
P001612,Palanisamy Gounder,ORG000001,SYN-EXT,FIELD_OPERATIVE
P001613,Ganesh Pawar,ORG000002,SYN-HER,COURIER
P001614,Deepak Sengar,ORG000005,SYN-MIN,FIELD_OPERATIVE
P001615,Rasik Joshi,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001616,Vinod Rajput,ORG000001,SYN-EXT,RECRUITER
P001617,Jasbir Virk,ORG000007,SYN-ARM,LOGISTICS
P001618,Karamjit Bajwa,ORG000011,SYN-PON,FIELD_OPERATIVE
P001619,Kannan Annadurai,,UNAFFILIATED,MULE
P001620,Bikram Basumatary,ORG000001,SYN-EXT,MULE
P001621,Bhavesh Thakor,ORG000003,SYN-CYB,MULE
P001622,Jasbir Virk,ORG000001,SYN-EXT,FINANCIER
P001623,Sachin Naik,ORG000002,SYN-HER,COURIER
P001624,Dharmesh Makwana,ORG000004,SYN-HAW,MULE
P001625,Bharat Gohil,ORG000001,SYN-EXT,FIELD_OPERATIVE
P001626,Rambabu Kumar,ORG000014,SYN-SHK,FENCE
P001627,Basanta Behera,ORG000015,SYN-WLD,LOGISTICS
P001628,Vishal Gaikwad,ORG000006,SYN-TRF,LOGISTICS
P001629,Rajni Awasthi,ORG000008,SYN-VEH,FIELD_OPERATIVE
P001630,Balwinder Dhaliwal,ORG000010,SYN-GAN,KINGPIN
P001631,Rodney Fernandes,ORG000001,SYN-EXT,COURIER
P001632,Manoj Menon,,UNAFFILIATED,COURIER
P001633,Bala Gounder,ORG000010,SYN-GAN,MULE
P001634,Harpreet Sidhu,ORG000003,SYN-CYB,MULE
P001635,Sarfaraz Mansuri,ORG000012,SYN-BET,MULE
P001636,Swapnil Bhoir,ORG000002,SYN-HER,FINANCIER
P001637,Bikram Jamir,ORG000008,SYN-VEH,FIELD_OPERATIVE
P001638,Swapnil Bhoir,ORG000002,SYN-HER,FIXER
P001639,Firoz Mansuri,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001640,Shakeel Malik,ORG000007,SYN-ARM,LOGISTICS
P001641,Tanveer Rahman,ORG000014,SYN-SHK,CORRUPT_OFFICIAL
P001642,Sunil Sharma,ORG000008,SYN-VEH,LOGISTICS
P001643,Malkiat Virk,ORG000007,SYN-ARM,FIELD_OPERATIVE
P001644,Mallesh Naidu,ORG000012,SYN-BET,RECRUITER
P001645,Rupa Das,ORG000008,SYN-VEH,FENCE
P001646,Gopal Naskar,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001647,Shahnawaz Ansari,ORG000006,SYN-TRF,FINANCIER
P001648,Gurmeet Bajwa,ORG000005,SYN-MIN,MULE
P001649,Imran Qureshi,ORG000012,SYN-BET,KINGPIN
P001650,Velu Nadar,ORG000001,SYN-EXT,LOGISTICS
P001651,Ashok Verma,ORG000011,SYN-PON,MULE
P001652,Ratheesh Menon,ORG000001,SYN-EXT,MULE
P001653,Shanti Dubey,ORG000006,SYN-TRF,FIXER
P001654,Pradeep Maurya,ORG000004,SYN-HAW,LIEUTENANT
P001655,Sarfaraz Chaudhary,ORG000011,SYN-PON,FIELD_OPERATIVE
P001656,Netrapal Saini,,UNAFFILIATED,COURIER
P001657,Girdhari Prajapati,ORG000003,SYN-CYB,LIEUTENANT
P001658,Sanjay Nagar,ORG000010,SYN-GAN,LIEUTENANT
P001659,Zubair Sheikh,ORG000008,SYN-VEH,LOGISTICS
P001660,Altaf Khan,ORG000015,SYN-WLD,FIXER
P001661,Subhas Naskar,ORG000004,SYN-HAW,FIELD_OPERATIVE
P001662,Mahesh Pandey,ORG000010,SYN-GAN,LIEUTENANT
P001663,Saravanan Mudaliar,ORG000002,SYN-HER,MULE
P001664,Abdul Shaikh,ORG000001,SYN-EXT,LIEUTENANT
P001665,Anwar Qureshi,ORG000013,SYN-KDN,FIELD_OPERATIVE
P001666,Nirmal Barman,ORG000008,SYN-VEH,RECRUITER
P001667,Sarfaraz Chaudhary,ORG000008,SYN-VEH,TECH_HANDLER
P001668,Shailendra Kashyap,,UNAFFILIATED,FENCE
P001669,Mukesh Baghel,ORG000005,SYN-MIN,FIELD_OPERATIVE
P001670,Mallikarjun Desai,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001671,Bimal Adhikari,,UNAFFILIATED,FIELD_OPERATIVE
P001672,Ajay Tiwari,ORG000006,SYN-TRF,FIELD_OPERATIVE
P001673,Sarfaraz Zaidi,,UNAFFILIATED,COURIER
P001674,Bikramjit Sidhu,ORG000001,SYN-EXT,LIEUTENANT
P001675,Manju Yadav,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001676,Tushar Zala,ORG000012,SYN-BET,TECH_HANDLER
P001677,Aslam Ansari,ORG000001,SYN-EXT,LOGISTICS
P001678,Farida Khan,,UNAFFILIATED,FIELD_OPERATIVE
P001679,Satnam Sandhu,ORG000002,SYN-HER,MULE
