edge_id,src_person_id,src_name,dst_person_id,dst_name,relation,subtype,since,strength,confidence,source_type,is_verified
E001497,P000580,Nepal Mondal,P000582,Arindam Bhattacharya,HANDLER_OF,,2020-08-29,0.9,0.78,TOWER_DUMP,0
E001498,P000602,Kuldeep Sengar,P000580,Nepal Mondal,REPORTS_TO,,2018-07-04,0.55,0.48,SOCIAL_MEDIA_INTEL,0
E001499,P000581,Shahnawaz Ansari,P000580,Nepal Mondal,REPORTS_TO,,2018-03-24,0.59,0.82,INFORMANT_TIP,1
E001500,P000570,Dinesh Dubey,P000580,Nepal Mondal,REPORTS_TO,,2018-07-19,0.57,0.82,CHARGESHEET,0
E001501,P000606,Tanveer Rahman,P000580,Nepal Mondal,REPORTS_TO,,2022-12-29,0.64,0.49,CRIMINAL_HISTORY_DB,1
E001502,P000580,Nepal Mondal,P000606,Tanveer Rahman,HANDLER_OF,,2018-06-18,0.75,0.93,BANK_STATEMENT,1
E001503,P000585,Iqbal Hussain,P000580,Nepal Mondal,REPORTS_TO,,2025-06-04,0.57,0.54,PASSPORT_IMMIGRATION,0
E001504,P000578,Nepal Gayen,P000580,Nepal Mondal,REPORTS_TO,,2022-10-05,0.73,0.74,CRIMINAL_HISTORY_DB,0
E001505,P000595,Faizan Pathan,P000580,Nepal Mondal,REPORTS_TO,,2024-01-05,0.85,0.47,CHARGESHEET,1
E001506,P000594,Sanjib Majumdar,P000580,Nepal Mondal,REPORTS_TO,,2020-01-24,0.75,0.71,CHARGESHEET,1
E001507,P000605,Pradip Chakraborty,P000580,Nepal Mondal,REPORTS_TO,,2023-05-18,0.57,0.56,BANK_STATEMENT,0
E001508,P000571,Salim Ahmed,P000580,Nepal Mondal,REPORTS_TO,,2023-04-17,0.65,0.49,CDR,0
E001509,P000597,Anup Roy,P000580,Nepal Mondal,REPORTS_TO,,2023-01-08,0.62,0.82,FIR,1
E001510,P000580,Nepal Mondal,P000597,Anup Roy,HANDLER_OF,,2021-09-19,0.43,0.8,PASSPORT_IMMIGRATION,0
E001511,P000590,Shailendra Kashyap,P000580,Nepal Mondal,REPORTS_TO,,2024-09-30,0.82,0.99,TOWER_DUMP,1
E001512,P000572,Mohammed Sheikh,P000580,Nepal Mondal,REPORTS_TO,,2022-01-13,0.58,0.8,BANK_STATEMENT,0
E001513,P000593,Ashim Pal,P000580,Nepal Mondal,REPORTS_TO,,2018-05-05,0.65,0.92,TOWER_DUMP,1
E001514,P000573,Sandeep Dixit,P000580,Nepal Mondal,REPORTS_TO,,2020-08-14,0.77,0.53,SEIZURE_MEMO,1
E001515,P000607,Udaiveer Prajapati,P000580,Nepal Mondal,REPORTS_TO,,2019-11-26,0.83,0.49,INTELLIGENCE_REPORT,0
E001516,P000580,Nepal Mondal,P000607,Udaiveer Prajapati,HANDLER_OF,,2019-11-01,0.75,0.53,SEIZURE_MEMO,0
E001517,P000596,Afsana Ahmed,P000580,Nepal Mondal,REPORTS_TO,,2025-06-15,0.6,0.82,BANK_STATEMENT,1
E001518,P000609,Pradeep Shukla,P000580,Nepal Mondal,REPORTS_TO,,2024-09-27,0.67,0.91,BANK_STATEMENT,0
E001519,P000582,Arindam Bhattacharya,P000597,Anup Roy,ASSOCIATE_OF,,2026-05-28,0.79,0.63,SURVEILLANCE_REPORT,1
E001520,P000602,Kuldeep Sengar,P000570,Dinesh Dubey,ASSOCIATE_OF,,2018-01-13,0.51,0.73,INTELLIGENCE_REPORT,1
E001521,P000602,Kuldeep Sengar,P000578,Nepal Gayen,ASSOCIATE_OF,,2019-05-30,0.73,0.63,INFORMANT_TIP,0
E001522,P000602,Kuldeep Sengar,P000605,Pradip Chakraborty,ASSOCIATE_OF,,2020-04-12,0.45,0.56,CDR,1
E001523,P000581,Shahnawaz Ansari,P000595,Faizan Pathan,ASSOCIATE_OF,,2025-10-08,0.47,0.66,TOWER_DUMP,1
E001524,P000581,Shahnawaz Ansari,P000571,Salim Ahmed,ASSOCIATE_OF,,2025-05-28,0.55,0.67,SOCIAL_MEDIA_INTEL,0
E001525,P000570,Dinesh Dubey,P000578,Nepal Gayen,ASSOCIATE_OF,,2018-12-03,0.69,0.78,INTELLIGENCE_REPORT,0
E001526,P000570,Dinesh Dubey,P000595,Faizan Pathan,ASSOCIATE_OF,,2024-07-10,0.41,0.94,INFORMANT_TIP,0
E001527,P000570,Dinesh Dubey,P000590,Shailendra Kashyap,ASSOCIATE_OF,,2021-07-22,0.72,0.94,FIR,0
E001528,P000570,Dinesh Dubey,P000572,Mohammed Sheikh,ASSOCIATE_OF,,2021-01-01,0.77,0.94,CRIMINAL_HISTORY_DB,1
E001529,P000570,Dinesh Dubey,P000573,Sandeep Dixit,ASSOCIATE_OF,,2022-06-25,0.33,0.97,PASSPORT_IMMIGRATION,0
E001530,P000606,Tanveer Rahman,P000571,Salim Ahmed,ASSOCIATE_OF,,2022-02-11,0.33,0.81,SEIZURE_MEMO,1
E001531,P000585,Iqbal Hussain,P000595,Faizan Pathan,ASSOCIATE_OF,,2022-09-13,0.59,0.74,SURVEILLANCE_REPORT,0
E001532,P000585,Iqbal Hussain,P000605,Pradip Chakraborty,ASSOCIATE_OF,,2021-11-28,0.73,0.73,TOWER_DUMP,1
E001533,P000585,Iqbal Hussain,P000597,Anup Roy,ASSOCIATE_OF,,2019-09-10,0.46,0.75,CHARGESHEET,1
E001534,P000585,Iqbal Hussain,P000572,Mohammed Sheikh,ASSOCIATE_OF,,2018-08-11,0.77,0.73,CRIMINAL_HISTORY_DB,0
E001535,P000585,Iqbal Hussain,P000596,Afsana Ahmed,ASSOCIATE_OF,,2024-12-04,0.72,0.8,PASSPORT_IMMIGRATION,1
E001536,P000585,Iqbal Hussain,P000609,Pradeep Shukla,ASSOCIATE_OF,,2025-11-06,0.52,0.85,INTELLIGENCE_REPORT,0
E001537,P000578,Nepal Gayen,P000595,Faizan Pathan,ASSOCIATE_OF,,2021-03-22,0.62,0.88,CDR,0
E001538,P000578,Nepal Gayen,P000596,Afsana Ahmed,ASSOCIATE_OF,,2025-10-30,0.42,0.59,SEIZURE_MEMO,0
E001539,P000595,Faizan Pathan,P000594,Sanjib Majumdar,ASSOCIATE_OF,,2022-03-18,0.78,0.94,SOCIAL_MEDIA_INTEL,1
E001540,P000595,Faizan Pathan,P000571,Salim Ahmed,ASSOCIATE_OF,,2026-01-08,0.7,0.62,TOWER_DUMP,1
E001541,P000594,Sanjib Majumdar,P000571,Salim Ahmed,ASSOCIATE_OF,,2018-05-16,0.71,0.85,PASSPORT_IMMIGRATION,0
E001542,P000594,Sanjib Majumdar,P000573,Sandeep Dixit,ASSOCIATE_OF,,2023-06-02,0.41,0.5,IPDR,1
E001543,P000594,Sanjib Majumdar,P000607,Udaiveer Prajapati,ASSOCIATE_OF,,2018-12-02,0.69,0.98,TOWER_DUMP,1
E001544,P000605,Pradip Chakraborty,P000573,Sandeep Dixit,ASSOCIATE_OF,,2020-08-29,0.42,0.85,SOCIAL_MEDIA_INTEL,1
E001545,P000605,Pradip Chakraborty,P000609,Pradeep Shukla,ASSOCIATE_OF,,2018-06-04,0.45,0.65,SURVEILLANCE_REPORT,1
E001546,P000571,Salim Ahmed,P000573,Sandeep Dixit,ASSOCIATE_OF,,2018-12-27,0.45,0.81,SURVEILLANCE_REPORT,0
E001547,P000597,Anup Roy,P000573,Sandeep Dixit,ASSOCIATE_OF,,2022-11-23,0.39,0.79,BANK_STATEMENT,0
E001548,P000597,Anup Roy,P000596,Afsana Ahmed,ASSOCIATE_OF,,2020-02-28,0.32,0.6,SOCIAL_MEDIA_INTEL,1
E001549,P000597,Anup Roy,P000581,Shahnawaz Ansari,ASSOCIATE_OF,,2019-05-09,0.47,0.54,CRIMINAL_HISTORY_DB,1
E001550,P000578,Nepal Gayen,P000590,Shailendra Kashyap,ASSOCIATE_OF,,2020-06-07,0.5,0.74,FIR,0
E001551,P000570,Dinesh Dubey,P000592,Sudha Singh,SHARES_HIDEOUT_WITH,,2023-02-11,0.96,0.98,SOCIAL_MEDIA_INTEL,0
E001552,P000596,Afsana Ahmed,P000576,Anup Chakraborty,CO_ACCUSED_WITH,,2021-02-21,0.77,0.7,TOWER_DUMP,1
E001553,P000612,Sudhakar Prasad,P000625,Perumal Sundaram,REPORTS_TO,,2022-11-18,0.83,0.9,INTELLIGENCE_REPORT,1
E001554,P000615,Mallesh Yadav,P000625,Perumal Sundaram,REPORTS_TO,,2023-03-06,0.88,0.9,INTELLIGENCE_REPORT,1
E001555,P000633,Arivazhagan Mudaliar,P000625,Perumal Sundaram,REPORTS_TO,,2024-08-07,0.8,0.9,INTELLIGENCE_REPORT,1
E001556,P000646,Jagabandhu Sahoo,P000625,Perumal Sundaram,FINANCES,,2023-06-29,0.79,0.86,BANK_STATEMENT,1
E001557,P000661,Rajendran Thevar,P000625,Perumal Sundaram,FINANCES,,2023-08-01,0.83,0.86,BANK_STATEMENT,1
E001558,P000630,Bibhuti Mohanty,P000612,Sudhakar Prasad,REPORTS_TO,,2020-05-28,0.86,0.75,SOCIAL_MEDIA_INTEL,0
E001559,P000612,Sudhakar Prasad,P000630,Bibhuti Mohanty,RECRUITED_BY,,2024-10-05,0.95,0.5,SOCIAL_MEDIA_INTEL,0
E001560,P000624,Balaraju Nallamothu,P000612,Sudhakar Prasad,REPORTS_TO,,2018-02-24,0.85,0.67,PASSPORT_IMMIGRATION,1
E001561,P000651,Yellaiah Kondapalli,P000612,Sudhakar Prasad,REPORTS_TO,,2024-05-10,0.8,0.73,INFORMANT_TIP,1
E001562,P000641,Palanisamy Palanivel,P000612,Sudhakar Prasad,REPORTS_TO,,2023-12-29,0.52,0.59,CDR,1
E001563,P000638,Mallesh Choudary,P000612,Sudhakar Prasad,REPORTS_TO,,2019-10-05,0.83,0.78,INFORMANT_TIP,0
E001564,P000612,Sudhakar Prasad,P000638,Mallesh Choudary,HANDLER_OF,,2024-09-13,0.99,0.59,PASSPORT_IMMIGRATION,0
E001565,P000649,Srinivas Choudary,P000612,Sudhakar Prasad,REPORTS_TO,,2021-05-25,0.82,0.52,PASSPORT_IMMIGRATION,1
E001566,P000640,Perumal Palanivel,P000612,Sudhakar Prasad,REPORTS_TO,,2026-02-20,0.51,0.84,SEIZURE_MEMO,1
E001567,P000617,Chandra Shekar Setty,P000612,Sudhakar Prasad,REPORTS_TO,,2023-01-17,0.84,0.48,IPDR,1
E001568,P000612,Sudhakar Prasad,P000617,Chandra Shekar Setty,RECRUITED_BY,,2022-06-11,0.88,0.92,BANK_STATEMENT,0
E001569,P000636,Lakshmi Sharma,P000612,Sudhakar Prasad,REPORTS_TO,,2024-07-19,0.89,0.81,TOWER_DUMP,0
E001570,P000642,Bhagaban Panda,P000612,Sudhakar Prasad,REPORTS_TO,,2022-08-13,0.55,0.65,SEIZURE_MEMO,1
E001571,P000658,Karthik Annadurai,P000612,Sudhakar Prasad,REPORTS_TO,,2025-05-27,0.64,0.9,TOWER_DUMP,1
E001572,P000620,Saravanan Rajendran,P000612,Sudhakar Prasad,REPORTS_TO,,2021-04-28,0.86,0.65,SEIZURE_MEMO,0
E001573,P000612,Sudhakar Prasad,P000620,Saravanan Rajendran,HANDLER_OF,,2018-03-19,0.94,0.88,INTELLIGENCE_REPORT,1
E001574,P000618,Basanta Behera,P000612,Sudhakar Prasad,REPORTS_TO,,2020-01-20,0.59,0.91,CDR,0
E001575,P000612,Sudhakar Prasad,P000618,Basanta Behera,HANDLER_OF,,2022-04-21,0.75,0.93,CHARGESHEET,1
E001576,P000652,Basanta Sahoo,P000612,Sudhakar Prasad,REPORTS_TO,,2020-10-29,0.6,0.89,CRIMINAL_HISTORY_DB,0
E001577,P000631,Narsimha Prasad,P000612,Sudhakar Prasad,REPORTS_TO,,2020-02-15,0.69,0.96,FIR,1
E001578,P000647,Trilochan Rout,P000612,Sudhakar Prasad,REPORTS_TO,,2024-05-02,0.83,0.77,SOCIAL_MEDIA_INTEL,0
E001579,P000619,Prasanna Mallick,P000612,Sudhakar Prasad,REPORTS_TO,,2020-02-18,0.54,0.45,SURVEILLANCE_REPORT,0
E001580,P000612,Sudhakar Prasad,P000619,Prasanna Mallick,RECRUITED_BY,,2026-05-19,0.54,0.57,BANK_STATEMENT,1
E001581,P000630,Bibhuti Mohanty,P000641,Palanisamy Palanivel,ASSOCIATE_OF,,2020-10-08,0.4,0.86,SOCIAL_MEDIA_INTEL,1
E001582,P000630,Bibhuti Mohanty,P000640,Perumal Palanivel,ASSOCIATE_OF,,2021-05-01,0.78,0.68,INFORMANT_TIP,1
E001583,P000630,Bibhuti Mohanty,P000636,Lakshmi Sharma,ASSOCIATE_OF,,2018-02-12,0.55,0.99,SEIZURE_MEMO,0
E001584,P000630,Bibhuti Mohanty,P000618,Basanta Behera,ASSOCIATE_OF,,2018-06-17,0.62,0.69,INTELLIGENCE_REPORT,1
E001585,P000630,Bibhuti Mohanty,P000631,Narsimha Prasad,ASSOCIATE_OF,,2020-09-26,0.57,0.84,IPDR,1
E001586,P000630,Bibhuti Mohanty,P000647,Trilochan Rout,ASSOCIATE_OF,,2023-04-22,0.68,0.85,PASSPORT_IMMIGRATION,0
E001587,P000624,Balaraju Nallamothu,P000641,Palanisamy Palanivel,ASSOCIATE_OF,,2023-03-21,0.62,0.47,CDR,0
E001588,P000624,Balaraju Nallamothu,P000640,Perumal Palanivel,ASSOCIATE_OF,,2024-03-22,0.8,0.67,SURVEILLANCE_REPORT,0
E001589,P000624,Balaraju Nallamothu,P000636,Lakshmi Sharma,ASSOCIATE_OF,,2025-12-16,0.43,0.68,SOCIAL_MEDIA_INTEL,1
E001590,P000651,Yellaiah Kondapalli,P000658,Karthik Annadurai,ASSOCIATE_OF,,2021-01-28,0.57,0.58,FIR,1
E001591,P000651,Yellaiah Kondapalli,P000620,Saravanan Rajendran,ASSOCIATE_OF,,2019-05-11,0.41,0.65,BANK_STATEMENT,1
E001592,P000651,Yellaiah Kondapalli,P000618,Basanta Behera,ASSOCIATE_OF,,2022-12-16,0.55,0.68,SURVEILLANCE_REPORT,1
E001593,P000651,Yellaiah Kondapalli,P000631,Narsimha Prasad,ASSOCIATE_OF,,2019-07-03,0.32,0.66,SEIZURE_MEMO,0
E001594,P000651,Yellaiah Kondapalli,P000619,Prasanna Mallick,ASSOCIATE_OF,,2023-04-15,0.67,0.52,CHARGESHEET,1
E001595,P000641,Palanisamy Palanivel,P000649,Srinivas Choudary,ASSOCIATE_OF,,2025-10-26,0.37,0.72,SOCIAL_MEDIA_INTEL,1
E001596,P000641,Palanisamy Palanivel,P000640,Perumal Palanivel,ASSOCIATE_OF,,2020-05-11,0.63,0.9,SOCIAL_MEDIA_INTEL,0
E001597,P000641,Palanisamy Palanivel,P000642,Bhagaban Panda,ASSOCIATE_OF,,2024-07-22,0.45,0.75,INTELLIGENCE_REPORT,0
E001598,P000638,Mallesh Choudary,P000631,Narsimha Prasad,ASSOCIATE_OF,,2026-03-20,0.57,0.71,CDR,1
E001599,P000649,Srinivas Choudary,P000652,Basanta Sahoo,ASSOCIATE_OF,,2023-06-14,0.71,0.83,FIR,1
E001600,P000649,Srinivas Choudary,P000619,Prasanna Mallick,ASSOCIATE_OF,,2022-12-06,0.7,0.66,CRIMINAL_HISTORY_DB,1
E001601,P000617,Chandra Shekar Setty,P000619,Prasanna Mallick,ASSOCIATE_OF,,2025-08-05,0.47,0.92,PASSPORT_IMMIGRATION,0
E001602,P000636,Lakshmi Sharma,P000620,Saravanan Rajendran,ASSOCIATE_OF,,2023-01-28,0.47,0.61,BANK_STATEMENT,1
E001603,P000636,Lakshmi Sharma,P000631,Narsimha Prasad,ASSOCIATE_OF,,2020-09-09,0.35,0.94,SEIZURE_MEMO,1
E001604,P000642,Bhagaban Panda,P000631,Narsimha Prasad,ASSOCIATE_OF,,2023-06-20,0.53,0.46,SOCIAL_MEDIA_INTEL,0
E001605,P000658,Karthik Annadurai,P000620,Saravanan Rajendran,ASSOCIATE_OF,,2024-08-08,0.37,0.72,IPDR,0
E001606,P000658,Karthik Annadurai,P000652,Basanta Sahoo,ASSOCIATE_OF,,2024-06-11,0.78,0.86,CRIMINAL_HISTORY_DB,0
E001607,P000658,Karthik Annadurai,P000619,Prasanna Mallick,ASSOCIATE_OF,,2020-08-19,0.36,0.47,CRIMINAL_HISTORY_DB,1
E001608,P000620,Saravanan Rajendran,P000631,Narsimha Prasad,ASSOCIATE_OF,,2025-04-27,0.51,0.65,BANK_STATEMENT,1
E001609,P000618,Basanta Behera,P000652,Basanta Sahoo,ASSOCIATE_OF,,2019-07-13,0.4,0.87,TOWER_DUMP,1
E001610,P000618,Basanta Behera,P000619,Prasanna Mallick,ASSOCIATE_OF,,2018-05-04,0.57,0.56,SURVEILLANCE_REPORT,0
E001611,P000665,Pramila Dash,P000615,Mallesh Yadav,REPORTS_TO,,2020-12-28,0.74,0.87,INFORMANT_TIP,0
E001612,P000616,Sudarshan Mallick,P000615,Mallesh Yadav,REPORTS_TO,,2020-09-13,0.89,0.96,FIR,0
E001613,P000637,Chitra Naicker,P000615,Mallesh Yadav,REPORTS_TO,,2025-05-11,0.8,0.6,INTELLIGENCE_REPORT,1
E001614,P000611,Rambabu Kumar,P000615,Mallesh Yadav,REPORTS_TO,,2025-12-11,0.79,0.62,BANK_STATEMENT,1
E001615,P000615,Mallesh Yadav,P000611,Rambabu Kumar,RECRUITED_BY,,2021-10-26,0.93,0.49,BANK_STATEMENT,1
E001616,P000627,Amutha Rajendran,P000615,Mallesh Yadav,REPORTS_TO,,2023-08-22,0.87,0.62,SEIZURE_MEMO,1
E001617,P000614,Rajendran Muthusamy,P000615,Mallesh Yadav,REPORTS_TO,,2018-05-22,0.56,0.82,IPDR,1
E001618,P000615,Mallesh Yadav,P000614,Rajendran Muthusamy,RECRUITED_BY,,2024-09-25,0.41,0.89,CRIMINAL_HISTORY_DB,1
E001619,P000643,Niranjan Panda,P000615,Mallesh Yadav,REPORTS_TO,,2018-06-07,0.72,0.68,SOCIAL_MEDIA_INTEL,1
E001620,P000660,Srinivas Kondapalli,P000615,Mallesh Yadav,REPORTS_TO,,2020-01-14,0.52,0.53,PASSPORT_IMMIGRATION,1
E001621,P000655,Karthik Thevar,P000615,Mallesh Yadav,REPORTS_TO,,2023-12-29,0.59,0.57,PASSPORT_IMMIGRATION,0
E001622,P000659,Jagabandhu Munda,P000615,Mallesh Yadav,REPORTS_TO,,2021-06-27,0.84,0.51,IPDR,1
E001623,P000623,Saravanan Pillai,P000615,Mallesh Yadav,REPORTS_TO,,2020-02-02,0.72,0.54,TOWER_DUMP,1
E001624,P000639,Sasmita Behera,P000615,Mallesh Yadav,REPORTS_TO,,2020-10-21,0.85,0.74,INTELLIGENCE_REPORT,0
E001625,P000613,Sasmita Behera,P000615,Mallesh Yadav,REPORTS_TO,,2024-04-07,0.61,0.58,CRIMINAL_HISTORY_DB,0
E001626,P000629,Ramulu Reddy,P000615,Mallesh Yadav,REPORTS_TO,,2023-10-04,0.73,0.77,CHARGESHEET,0
E001627,P000615,Mallesh Yadav,P000629,Ramulu Reddy,HANDLER_OF,,2023-07-09,0.78,0.56,INFORMANT_TIP,0
E001628,P000657,Bhagaban Mohanty,P000615,Mallesh Yadav,REPORTS_TO,,2021-06-13,0.86,0.77,BANK_STATEMENT,1
E001629,P000615,Mallesh Yadav,P000657,Bhagaban Mohanty,RECRUITED_BY,,2023-03-13,0.78,0.75,SOCIAL_MEDIA_INTEL,1
E001630,P000628,Vetrivel Gounder,P000615,Mallesh Yadav,REPORTS_TO,,2026-06-04,0.64,0.93,BANK_STATEMENT,0
E001631,P000621,Revathi Mudaliar,P000615,Mallesh Yadav,REPORTS_TO,,2022-02-25,0.89,0.64,BANK_STATEMENT,0
E001632,P000665,Pramila Dash,P000660,Srinivas Kondapalli,ASSOCIATE_OF,,2020-12-09,0.68,0.51,INTELLIGENCE_REPORT,1
E001633,P000665,Pramila Dash,P000655,Karthik Thevar,ASSOCIATE_OF,,2019-11-30,0.65,0.91,SOCIAL_MEDIA_INTEL,0
E001634,P000665,Pramila Dash,P000623,Saravanan Pillai,ASSOCIATE_OF,,2018-07-05,0.72,0.75,INFORMANT_TIP,0
E001635,P000665,Pramila Dash,P000628,Vetrivel Gounder,ASSOCIATE_OF,,2023-12-25,0.56,0.74,CDR,1
E001636,P000616,Sudarshan Mallick,P000637,Chitra Naicker,ASSOCIATE_OF,,2020-10-31,0.79,0.86,CDR,0
E001637,P000616,Sudarshan Mallick,P000627,Amutha Rajendran,ASSOCIATE_OF,,2026-05-22,0.49,0.62,CDR,0
E001638,P000616,Sudarshan Mallick,P000643,Niranjan Panda,ASSOCIATE_OF,,2022-05-16,0.79,0.48,PASSPORT_IMMIGRATION,1
E001639,P000616,Sudarshan Mallick,P000659,Jagabandhu Munda,ASSOCIATE_OF,,2024-04-23,0.68,0.87,IPDR,0
E001640,P000637,Chitra Naicker,P000611,Rambabu Kumar,ASSOCIATE_OF,,2022-12-23,0.75,0.82,CDR,1
E001641,P000637,Chitra Naicker,P000614,Rajendran Muthusamy,ASSOCIATE_OF,,2023-01-24,0.31,0.59,CHARGESHEET,1
E001642,P000637,Chitra Naicker,P000621,Revathi Mudaliar,ASSOCIATE_OF,,2022-09-29,0.59,0.92,INFORMANT_TIP,0
E001643,P000611,Rambabu Kumar,P000660,Srinivas Kondapalli,ASSOCIATE_OF,,2019-11-01,0.47,0.67,CRIMINAL_HISTORY_DB,1
E001644,P000611,Rambabu Kumar,P000629,Ramulu Reddy,ASSOCIATE_OF,,2024-05-15,0.35,0.47,CDR,1
E001645,P000611,Rambabu Kumar,P000657,Bhagaban Mohanty,ASSOCIATE_OF,,2025-12-12,0.6,0.73,TOWER_DUMP,0
E001646,P000627,Amutha Rajendran,P000614,Rajendran Muthusamy,ASSOCIATE_OF,,2019-09-18,0.42,0.72,CRIMINAL_HISTORY_DB,1
E001647,P000627,Amutha Rajendran,P000643,Niranjan Panda,ASSOCIATE_OF,,2021-05-27,0.32,0.93,SOCIAL_MEDIA_INTEL,1
E001648,P000627,Amutha Rajendran,P000660,Srinivas Kondapalli,ASSOCIATE_OF,,2018-01-08,0.63,0.58,CRIMINAL_HISTORY_DB,1
E001649,P000614,Rajendran Muthusamy,P000643,Niranjan Panda,ASSOCIATE_OF,,2025-08-12,0.45,0.72,INTELLIGENCE_REPORT,0
E001650,P000614,Rajendran Muthusamy,P000660,Srinivas Kondapalli,ASSOCIATE_OF,,2023-03-03,0.48,0.59,PASSPORT_IMMIGRATION,1
E001651,P000614,Rajendran Muthusamy,P000657,Bhagaban Mohanty,ASSOCIATE_OF,,2018-04-29,0.75,0.88,CDR,0
E001652,P000643,Niranjan Panda,P000613,Sasmita Behera,ASSOCIATE_OF,,2024-09-21,0.42,0.73,INTELLIGENCE_REPORT,1
E001653,P000643,Niranjan Panda,P000629,Ramulu Reddy,ASSOCIATE_OF,,2022-08-18,0.51,0.61,INTELLIGENCE_REPORT,1
E001654,P000643,Niranjan Panda,P000628,Vetrivel Gounder,ASSOCIATE_OF,,2018-05-19,0.37,0.79,BANK_STATEMENT,1
E001655,P000643,Niranjan Panda,P000621,Revathi Mudaliar,ASSOCIATE_OF,,2019-08-14,0.5,0.6,INTELLIGENCE_REPORT,1
E001656,P000660,Srinivas Kondapalli,P000655,Karthik Thevar,ASSOCIATE_OF,,2018-05-29,0.38,0.52,SOCIAL_MEDIA_INTEL,0
E001657,P000660,Srinivas Kondapalli,P000629,Ramulu Reddy,ASSOCIATE_OF,,2024-04-13,0.67,0.92,SEIZURE_MEMO,0
E001658,P000655,Karthik Thevar,P000628,Vetrivel Gounder,ASSOCIATE_OF,,2020-09-04,0.39,0.67,FIR,1
E001659,P000623,Saravanan Pillai,P000613,Sasmita Behera,ASSOCIATE_OF,,2019-06-15,0.65,0.91,CDR,1
E001660,P000623,Saravanan Pillai,P000657,Bhagaban Mohanty,ASSOCIATE_OF,,2018-11-04,0.63,0.57,PASSPORT_IMMIGRATION,1
E001661,P000623,Saravanan Pillai,P000621,Revathi Mudaliar,ASSOCIATE_OF,,2019-11-26,0.32,0.96,SEIZURE_MEMO,0
E001662,P000639,Sasmita Behera,P000621,Revathi Mudaliar,ASSOCIATE_OF,,2019-08-13,0.54,0.97,INTELLIGENCE_REPORT,1
E001663,P000613,Sasmita Behera,P000628,Vetrivel Gounder,ASSOCIATE_OF,,2023-03-14,0.45,0.94,IPDR,0
E001664,P000629,Ramulu Reddy,P000621,Revathi Mudaliar,ASSOCIATE_OF,,2024-06-28,0.48,0.86,FIR,0
E001665,P000661,Rajendran Thevar,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2025-02-01,0.85,0.97,SOCIAL_MEDIA_INTEL,1
E001666,P000646,Jagabandhu Sahoo,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2022-05-29,0.52,0.59,CDR,1
E001667,P000633,Arivazhagan Mudaliar,P000646,Jagabandhu Sahoo,HANDLER_OF,,2020-02-17,0.77,0.76,CHARGESHEET,1
E001668,P000653,Sudarshan Behera,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2023-04-20,0.64,0.6,SURVEILLANCE_REPORT,1
E001669,P000656,Niranjan Dash,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2025-07-28,0.69,0.66,CHARGESHEET,1
E001670,P000635,Manikandan Annadurai,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2018-03-05,0.65,0.75,IPDR,0
E001671,P000622,Trilochan Mohanty,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2023-11-05,0.53,0.98,INTELLIGENCE_REPORT,0
E001672,P000632,Sekar Subramanian,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2020-01-31,0.55,0.55,CHARGESHEET,0
E001673,P000634,Srinivas Bandari,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2020-08-06,0.81,0.55,BANK_STATEMENT,0
E001674,P000633,Arivazhagan Mudaliar,P000634,Srinivas Bandari,HANDLER_OF,,2023-07-05,0.5,0.86,SEIZURE_MEMO,1
E001675,P000648,Saravanan Mudaliar,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2019-02-21,0.65,0.79,IPDR,0
E001676,P000633,Arivazhagan Mudaliar,P000648,Saravanan Mudaliar,HANDLER_OF,,2021-05-24,0.47,0.52,CHARGESHEET,1
E001677,P000663,Sabita Sahoo,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2026-03-30,0.66,0.93,SEIZURE_MEMO,1
E001678,P000664,Mallesh Naidu,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2019-03-03,0.83,0.64,FIR,1
E001679,P000650,Kumaresan Muthusamy,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2020-08-18,0.75,0.77,CHARGESHEET,0
E001680,P000662,Akshaya Jena,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2022-01-30,0.55,0.82,SURVEILLANCE_REPORT,0
E001681,P000654,Manikandan Rajendran,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2019-01-19,0.51,0.81,IPDR,0
E001682,P000626,Murugan Muthusamy,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2023-09-04,0.59,0.91,CDR,1
E001683,P000644,Nagaraju Rao,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2021-07-23,0.85,0.99,SURVEILLANCE_REPORT,1
E001684,P000633,Arivazhagan Mudaliar,P000644,Nagaraju Rao,HANDLER_OF,,2025-09-22,0.93,0.7,CHARGESHEET,1
E001685,P000645,Prasanna Mohanty,P000633,Arivazhagan Mudaliar,REPORTS_TO,,2023-05-25,0.86,0.65,CDR,1
E001686,P000633,Arivazhagan Mudaliar,P000645,Prasanna Mohanty,RECRUITED_BY,,2024-06-03,0.51,0.8,IPDR,1
